event_date,event_id,train_rows,test_rows,champion_accuracy,champion_brier,champion_log_loss,challenger_accuracy,challenger_brier,challenger_log_loss
2024-09-11,600047776,352,4,0.75,0.17497838532684365,0.5202921493589533,1.0,0.0910872895835684,0.3572808836288589
2024-09-18,600047777,356,5,0.8,0.17690872322781157,0.5417029789591633,0.8,0.18078752147941157,0.5344137353418433
2024-09-25,600047778,361,5,1.0,0.18863429775372334,0.5684459939868322,0.8,0.18105297833868164,0.5489750686750706
2024-10-02,600047779,366,5,0.8,0.19544556728962165,0.5684617594493666,0.4,0.2609740632714027,0.7148711949790273
2024-10-09,600047780,371,5,0.6,0.2466640815328085,0.6872240788376551,0.6,0.17937741346408692,0.5434753901710468
2024-10-16,600047781,376,5,0.6,0.2774556531425192,0.7551374991948825,0.6,0.3229350708066073,0.8572131735190031
2025-08-12,600055020,381,5,0.8,0.19906733370687596,0.5900225275529403,0.2,0.36237811576852963,0.9319518281792692
2025-08-20,600055021,386,5,0.6,0.2004485617612201,0.583684297696965,0.6,0.19677967539994426,0.5843124485832558
2025-08-27,600055005,391,5,0.8,0.22466729800931112,0.6422410505866718,0.8,0.1965958881064132,0.5792832839244598
2025-09-03,600055006,396,5,0.4,0.28162544729013733,0.7640734114688635,0.2,0.47530314795946554,1.2818867093897173
2025-09-10,600055007,401,5,0.4,0.2624347829943269,0.7164110204580614,0.4,0.31905928871407185,0.8442045027636054
2025-09-17,600055031,406,5,0.4,0.26794655780862586,0.7299773869888647,0.2,0.297825341843998,0.7899303615883078
2025-09-24,600055032,411,5,0.4,0.2294836729271769,0.6503582408968291,0.4,0.21920453193066863,0.6272220824108234
