architecture,n,accuracy,log_loss,brier_multiclass
direct_logistic,319,0.2413793103448276,2.2613131056729463,0.84741074537891
direct_boosting,319,0.23824451410658307,2.4129632430750387,0.9188028879414533
conditional_winner_x_method_logistic,319,0.2884012539184953,2.2159931846032688,0.8234846395354125
