event_index,event_date,event_id,bout_key,fighter_a_id,fighter_b_id,fighter_a,fighter_b,winner_a,winner_name,method,finish_round,duration_minutes,age_diff,height_diff,reach_diff,southpaw_diff,grappler_style_diff,striker_style_diff,prior_bouts_diff,prior_win_pct_diff,prior_finish_pct_diff,prior_ko_win_pct_diff,prior_sub_win_pct_diff,prior_avg_duration_diff,prior_sig_landed_pm_diff,prior_td_landed_per15_diff,prior_kd_per15_diff,prior_sub_attempts_per15_diff
5,2017-08-16,400968459,400968459|4037324|4232927,4232927,4037324,tiffany masters,jamie colleen miller,0,jamie colleen miller,SUBMISSION,3,14.719999999999999,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
6,2017-08-23,400972137,400972137|2984784|4227123,2984784,4227123,mike santiago,mark cherico,1,mike santiago,KO-TKO,1,2.98,,5.0800000000000125,-1.2700000000000102,0,1,0,0,0,0,0,0,0,0,0,0,0
6,2017-08-23,400972137,400972137|3039664|4245094,3039664,4245094,anton berzin,kennedy nzechukwu,0,kennedy nzechukwu,DEC-SPLT,3,15,2.7050521229046467,-7.6200000000000045,-210.82,-1,1,-1,0,0,0,0,0,0,0,0,0,0
6,2017-08-23,400972137,400972137|3041138|4249184,4249184,3041138,benito lopez,steven peterson,1,benito lopez,DEC-SPLT,3,15,-3.8549730658398182,0,7.619999999999976,0,-1,1,0,0,0,0,0,0,0,0,0,0
6,2017-08-23,400972137,400972137|3099608|4054622,4054622,3099608,jordan espinosa,nick urso,1,jordan espinosa,SUBMISSION,1,1.38,-4.117812138510718,0,6.349999999999994,-1,1,0,0,0,0,0,0,0,0,0,0,0
6,2017-08-23,400972137,400972137|3128221|4249185,4249185,3128221,jp buys,joby sanchez,0,joby sanchez,KO-TKO,2,7.470000000000001,-4.851571216383633,-2.539999999999992,-2.539999999999992,0,0,0,-1,-1,0,0,0,-15,0,0,0,0
7,2017-08-30,400972138,400972138|2951136|4030197,4030197,2951136,casey kenney,adam antolin,0,adam antolin,DEC-SPLT,3,15,-9.054258472110995,5.0800000000000125,12.699999999999989,1,0,0,1,1,0,0,0,15,3.933333333333333,3,0,1
7,2017-08-30,400972138,400972138|3153109|4256214,3153109,4256214,kelly velasco,lauren mueller,0,lauren mueller,DEC-UNA,3,15,,10.159999999999997,-170.18,0,0,-1,0,0,0,0,0,0,0,0,0,0
7,2017-08-30,400972138,400972138|3926497|4081024,4081024,3926497,matt frevola,jose flores,1,matt frevola,SUBMISSION,2,8.53,-2.2341321177026217,-7.6200000000000045,-5.079999999999984,-1,1,0,0,0,0,0,0,0,0,0,0,0
7,2017-08-30,400972138,400972138|3983543|4249193,4249193,3983543,don'tale mayes,allen crowder,0,allen crowder,KO-TKO,3,14.2,-2.187587698583819,7.6200000000000045,11.430000000000007,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2017-08-30,400972138,400972138|4249191|4249192,4249192,4249191,bevon lewis,elias urbina,1,bevon lewis,KO-TKO,2,7.779999999999999,2.431261422205793,0,5.079999999999984,-1,0,1,0,0,0,0,0,0,0,0,0,0
8,2018-06-13,401033270,401033270|2220951|2223033,2220951,2223033,greg hardy,austen lane,1,greg hardy,KO-TKO,1,0.95,-0.7173316358309876,-2.539999999999992,1.2700000000000102,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2018-06-13,401033270,401033270|2984770|4065047,4065047,2984770,sean lally,chris curtis,0,chris curtis,KO-TKO,3,11.620000000000001,-3.307391664442118,5.079999999999984,-2.5400000000000205,0,0,-1,0,0,0,0,0,0,0,0,0,0
8,2018-06-13,401033270,401033270|3943695|4339129,3943695,4339129,kevin holland,will santiago jr.,1,kevin holland,DEC-UNA,3,15,-9.74147313086511,12.699999999999989,205.74,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2018-06-13,401033270,401033270|3948876|4339131,4339131,3948876,dashawn boatwright,alonzo menifield,0,alonzo menifield,KO-TKO,1,0.13,-0.36687953893645897,0,0,0,0,-1,-1,-1,0,0,0,-5,-1.8,0,0,0
8,2018-06-13,401033270,401033270|4252349|4339130,4252349,4339130,rico disciullo,montel jackson,0,montel jackson,KO-TKO,3,12.25,5.533310061123775,-2.5400000000000205,-2.539999999999992,-1,0,-1,0,0,0,0,0,0,0,0,0,0
9,2018-06-20,401033277,401033277|3122837|4339144,4339144,3122837,yazan hajeh,matt sayles,0,matt sayles,KO-TKO,1,1.95,1.464780248738851,0,-173.99,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2018-06-20,401033277,401033277|3146345|3887606,3887606,3146345,ryan spann,emiliano sordi,1,ryan spann,SUBMISSION,1,0.43,-0.5202023313278161,7.6200000000000045,5.079999999999984,0,1,-1,1,0,0,0,0,0.25,20,0,60,0
9,2018-06-20,401033277,401033277|3938715|3957071,3957071,3938715,giga chikadze,austin springer,0,austin springer,SUBMISSION,3,14.17,-1.2895542002915867,10.159999999999997,7.6200000000000045,0,0,1,0,0,0,0,0,0,0,0,0,0
9,2018-06-20,401033277,401033277|4339148|4339149,4339148,4339149,tyler hill,dwight grant,0,dwight grant,KO-TKO,2,7.13,-6.902263564618028,5.0800000000000125,7.6200000000000045,0,0,-1,0,0,0,0,0,0,0,0,0,0
10,2018-06-27,401033279,401033279|2506260|4276994,4276994,2506260,josh parisian,greg rebello,1,josh parisian,KO-TKO,1,1.52,-7.04189682197444,10.159999999999997,15.240000000000009,-1,0,1,-1,0,0,0,0,-8.07,0,0,0,0
10,2018-06-27,401033279,401033279|3611366|4294510,3611366,4294510,te edwards,austin tweedy,1,te edwards,KO-TKO,1,0.47,0.03833069809783751,0,182.88,0,0,1,0,0,0,0,0,0,0,0,0,0
10,2018-06-27,401033279,401033279|3915502|3955577,3955577,3915502,julian erosa,jamall emmers,1,julian erosa,KO-TKO,2,6.17,-0.01916534904892231,7.619999999999976,1.2699999999999818,1,0,0,0,0,0,0,0,0,0,0,0,0
10,2018-06-27,401033279,401033279|4039866|4339152,4039866,4339152,jaimelene nievera,antonina shevchenko,0,antonina shevchenko,KO-TKO,2,8.370000000000001,0.06297186116073306,-7.6200000000000045,-170.18,-1,1,0,0,0,0,0,0,0,0,0,0,0
11,2018-07-11,401033280,401033280|2555540|4357555,4357555,2555540,joey gomez,kevin aguilar,0,kevin aguilar,DEC-SPLT,3,15,-0.9719569874809189,7.6200000000000045,-185.42,0,0,-1,0,0,0,0,0,0,0,0,0,0
11,2018-07-11,401033280,401033280|3020395|4239492,3020395,4239492,toby misech,ricky palacios,0,ricky palacios,DEC-UNA,3,15,-0.6735251237191733,5.0800000000000125,172.72,1,0,0,0,0,0,0,0,0,0,0,0,0
11,2018-07-11,401033280,401033280|3084125|4054622,4054622,3084125,jordan espinosa,rilley dutro,1,jordan espinosa,KO-TKO,3,14.969999999999999,-2.1821118845698386,-5.0800000000000125,-2.5400000000000205,0,1,-1,1,1,1,0,1,1.38,3.6231884057971016,0,0,0
11,2018-07-11,401033280,401033280|4243343|4339490,4243343,4339490,max mustaki,jalin turner,0,jalin turner,DR-TKO,1,5,7.526506362211407,-7.6200000000000045,-195.58,-1,0,-1,0,0,0,0,0,0,0,0,0,0
11,2018-07-11,401033280,401033280|4249192|4339489,4249192,4339489,bevon lewis,alton cunningham,1,bevon lewis,KO-TKO,1,3.02,2.1246158374230824,2.539999999999992,5.079999999999984,0,0,0,1,1,1,1,0,7.779999999999999,3.856041131105399,0,0,0
12,2018-07-18,401033281,401033281|3041157|4349153,3041157,4349153,domingo pilarte,vince morales,1,domingo pilarte,SUBMISSION,2,6.87,0.851489079173426,12.699999999999989,10.159999999999997,1,1,-1,0,0,0,0,0,0,0,0,0,0
12,2018-07-18,401033281,401033281|4037324|4246307,4246307,4037324,maycee barber,jamie colleen miller,1,maycee barber,KO-TKO,3,14.25,-12.539614092007362,7.6200000000000045,0,0,0,0,-1,-1,-1,0,-1,-14.719999999999999,-3.5326086956521743,-3.0570652173913047,0,0
12,2018-07-18,401033281,401033281|4079844|4290344,4079844,4290344,angelo trevino,austin vanderford,0,austin vanderford,SUBMISSION,2,7.7,-3.2225165472254744,-2.539999999999992,-187.96,0,0,1,0,0,0,0,0,0,0,0,0,0
12,2018-07-18,401033281,401033281|4349152|4359111,4349152,4359111,chibwikem onyenegecha,anthony adams,1,chibwikem onyenegecha,DEC-SPLT,3,15,-6.261593324982716,5.0800000000000125,-195.58,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2018-07-18,401033281,401033281|4354318|4354319,4354319,4354318,antonio jones,edmen shahbazyan,0,edmen shahbazyan,KO-TKO,1,0.67,12.608061767182079,-5.0800000000000125,-190.5,0,0,-1,0,0,0,0,0,0,0,0,0,0
13,2018-07-25,401033282,401033282|2953005|4355664,2953005,4355664,nick newell,alexander munoz,0,alexander munoz,DEC-UNA,3,15,3.950799811084412,2.5400000000000205,-182.88,1,1,0,0,0,0,0,0,0,0,0,0,0
13,2018-07-25,401033282,401033282|3028694|4237606,4237606,3028694,jeff hughes,josh appelt,1,jeff hughes,KO-TKO,1,4.43,-4.911805170537384,10.159999999999997,195.58,-1,0,0,0,0,0,0,0,0,0,0,0,0
13,2018-07-25,401033282,401033282|4081555|4354420,4354420,4081555,jimmy crute,chris birchler,1,jimmy crute,KO-TKO,1,4.38,-8.747612887328284,-2.539999999999992,187.96,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2018-07-25,401033282,401033282|4289274|4339145,4289274,4339145,sodiq yusuff,mike davis,1,sodiq yusuff,DEC-UNA,3,15,-0.6132911695654251,-7.6200000000000045,-3.8100000000000023,0,0,1,0,0,0,0,0,0,0,0,0,0
13,2018-07-25,401033282,401033282|4354421|4354422,4354421,4354422,chase hooper,canaan kawaihae,1,chase hooper,DEC-UNA,3,15,-2.0479544412274038,2.539999999999992,7.6200000000000045,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2018-08-01,401033284,401033284|3150681|4357591,4357591,3150681,maurice mitchell,jordan griffin,0,jordan griffin,SUBMISSION,1,3.95,2.669459331813794,-2.5400000000000205,-185.42,-1,-1,0,0,0,0,0,0,0,0,0,0,0
14,2018-08-01,401033284,401033284|3254940|4354423,4354423,3254940,roosevelt roberts,garrett gross,1,roosevelt roberts,SUBMISSION,2,7.220000000000001,-5.511406805067864,12.700000000000017,10.159999999999997,0,1,-1,0,0,0,0,0,0,0,0,0,0
14,2018-08-01,401033284,401033284|4062290|4202873,4062290,4202873,justin sumter,ian heinisch,0,ian heinisch,KO-TKO,1,3.62,-1.2649130372286912,7.6200000000000045,20.319999999999993,1,0,-1,0,0,0,0,0,0,0,0,0,0
14,2018-08-01,401033284,401033284|4234510|4292650,4234510,4292650,shawn teed,juan adams,0,juan adams,KO-TKO,1,4.28,-0.07666139619567858,0,-203.2,0,1,-1,0,0,0,0,0,0,0,0,0,0
14,2018-08-01,401033284,401033284|4249193|4349155,4249193,4349155,don'tale mayes,mitchell sipe,1,don'tale mayes,KO-TKO,2,9.82,4.230066325797246,7.6200000000000045,12.700000000000017,0,0,0,1,0,0,0,0,14.2,3.1690140845070425,2.1126760563380285,0,1.0563380281690142
15,2018-08-08,401033283,401033283|2220951|4358020,4358020,2220951,tebaris gordon,greg hardy,0,greg hardy,KO-TKO,1,0.28,,-10.160000000000025,-204.47,0,0,0,-1,-1,-1,-1,0,-0.95,-6.315789473684211,0,-15.789473684210526,0
15,2018-08-08,401033283,401033283|3347074|4354426,3347074,4354426,bobby moffett,jacob kilburn,1,bobby moffett,SUBMISSION,2,6.03,5.073341683949703,2.5400000000000205,5.0800000000000125,0,1,-1,0,0,0,0,0,0,0,0,0,0
15,2018-08-08,401033283,401033283|4070902|4354427,4354427,4070902,marty coughran,alex gilpin,0,alex gilpin,SUBMISSION,2,6.92,-2.1410432794650127,2.539999999999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2018-08-08,401033283,401033283|4245094|4354424,4245094,4354424,kennedy nzechukwu,dennis bryant,1,kennedy nzechukwu,KO-TKO,1,1.8,,12.700000000000017,210.82,1,0,1,1,1,0,0,0,15,4.4,2,0,1
15,2018-08-08,401033283,401033283|4294278|4354425,4354425,4294278,devonte smith,joe lowry,1,devonte smith,KO-TKO,1,2.87,-3.630464691266763,-5.0800000000000125,7.6200000000000045,0,0,1,0,0,0,0,0,0,0,0,0,0
16,2018-08-11,401074496,401074496|3054275|4371002,3054275,4371002,diego henrique da silva,antonio arroyo,0,antonio arroyo,DEC-UNA,3,15,2.8583749152960003,-2.539999999999992,-185.42,0,1,0,0,0,0,0,0,0,0,0,0,0
16,2018-08-11,401074496,401074496|3900464|4379257,3900464,4379257,augusto sakai,marcos conrado jr.,1,augusto sakai,KO-TKO,2,8.15,-9.15282312436258,2.539999999999992,195.58,0,0,1,0,0,0,0,0,0,0,0,0,0
16,2018-08-11,401074496,401074496|4280789|4371000,4280789,4371000,rogerio bontorin,gustavo gabriel,1,rogerio bontorin,SUBMISSION,2,9.620000000000001,1.9329623469338877,-2.539999999999992,170.18,0,1,0,0,0,0,0,0,0,0,0,0,0
16,2018-08-11,401074496,401074496|4370999|4371004,4371004,4370999,sarah frota,maiara amanajas dos santos,1,sarah frota,KO-TKO,1,3.43,0.2409358166149893,2.539999999999992,175.26,0,1,0,0,0,0,0,0,0,0,0,0,0
16,2018-08-11,401074496,401074496|4371001|4371003,4371003,4371001,mayana kellem,mayra bueno silva,0,mayra bueno silva,SUBMISSION,1,1.03,10.1247801118435,-2.539999999999992,-168.91,0,0,-1,0,0,0,0,0,0,0,0,0,0
17,2018-08-12,401074497,401074497|3091099|4081147,3091099,4081147,andre muniz,bruno assis,1,andre muniz,DEC-UNA,3,15,2.261511187772509,-2.5400000000000205,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,2018-08-12,401074497,401074497|3108776|4379279,4379279,3108776,leonardo silva de oliveira,marcio alexandre jr.,0,marcio alexandre jr.,SUBMISSION,1,1.87,-2.97336700958952,2.5400000000000205,-190.5,-1,0,0,0,0,0,0,0,0,0,0,0,0
17,2018-08-12,401074497,401074497|3146944|3991049,3146944,3991049,johnny walker,henrique da silva,1,johnny walker,DEC-UNA,3,15,-2.576370493576185,5.0800000000000125,13.969999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2018-08-12,401074497,401074497|3170347|4039957,3170347,4039957,taila santos,estefani almeida,1,taila santos,DEC-UNA,3,15,-4.67908307494336,5.079999999999984,171.45,0,0,1,0,0,0,0,0,0,0,0,0,0
17,2018-08-12,401074497,401074497|4348793|4379258,4348793,4379258,maria oliveira,marina rodriguez,0,marina rodriguez,KO-TKO,1,3.05,-9.623743129564602,0,10.159999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2018-08-12,401074498,401074498|3020408|4372195,4372195,3020408,raulian paiva,allan nascimento,1,raulian paiva,DEC-SPLT,3,15,-4.098646789461796,0,1.2700000000000102,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2018-08-12,401074498,401074498|3955778|4372295,4372295,3955778,gleidson cutis,thiago moises,0,thiago moises,KO-TKO,1,4.35,6.119222160619316,0,-179.07,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2018-08-12,401074498,401074498|3971629|4030631,4030631,3971629,gisele moreira,dayana silva,1,gisele moreira,DEC-SPLT,3,15,9.588150338473753,-2.5400000000000205,-173.99,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2018-08-12,401074498,401074498|4372190|4372194,4372194,4372190,luana carolina,mabelly lima,1,luana carolina,DEC-UNA,3,15,0.6242427975933822,10.159999999999997,175.26,0,0,1,0,0,0,0,0,0,0,0,0,0
18,2018-08-12,401074498,401074498|4372193|4372196,4372193,4372196,john allan,vinicius moreira,0,vinicius moreira,SUBMISSION,2,8.67,-3.98365469516828,-7.6200000000000045,-2.539999999999992,0,-1,1,0,0,0,0,0,0,0,0,0,0
19,2019-06-19,401128917,401128917|3009725|4076472,4076472,3009725,bill algeo,brendan loughnane,0,brendan loughnane,DEC-UNA,3,15,0.4900853542509438,7.6200000000000045,5.079999999999984,0,1,-1,0,0,0,0,0,0,0,0,0,0
19,2019-06-19,401128917,401128917|3039935|4423213,3039935,4423213,alton meeks,yorgan de castro,0,yorgan de castro,KO-TKO,1,4.25,-6.29444820906658,5.0800000000000125,3.8100000000000023,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2019-06-19,401128917,401128917|4080575|4289255,4289255,4080575,hannah goldy,kali robbins,1,hannah goldy,DEC-UNA,3,15,-7.868744738084974,2.539999999999992,-6.349999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2019-06-19,401128917,401128917|4237148|4423214,4237148,4423214,jamie pickett,punahele soriano,0,punahele soriano,DEC-UNA,3,15,4.232804232804234,7.6200000000000045,19.049999999999983,-1,0,1,1,0,0,0,0,4.92,2.6422764227642275,3.048780487804878,0,3.048780487804878
20,2019-06-26,401128919,401128919|2511778|4329444,2511778,4329444,michael lombardo,kyle daukaus,0,kyle daukaus,DEC-UNA,3,15,2.9049193344148065,-7.6200000000000045,-10.159999999999997,-1,0,0,0,0,0,0,0,0,0,0,0,0
20,2019-06-26,401128919,401128919|2560714|4339489,2560714,4339489,tony johnson,alton cunningham,1,tony johnson,DEC-UNA,3,15,10.132993832864468,0,-7.6200000000000045,0,0,-1,-1,0,0,0,0,-3.02,0,0,0,0
20,2019-06-26,401128919,401128919|3120459|4423448,3120459,4423448,victor reyna,miguel baeza,0,miguel baeza,DEC-UNA,3,15,6.050774485444606,-7.6200000000000045,-1.2699999999999818,1,0,0,0,0,0,0,0,0,0,0,0,0
20,2019-06-26,401128919,401128919|4010864|4392322,4392322,4010864,richie santiago,miles johns,0,miles johns,DEC-UNA,3,15,1.4675181557458394,0,-2.539999999999992,1,-1,0,0,0,0,0,0,0,0,0,0,0
20,2019-06-26,401128919,401128919|4030352|4423425,4030352,4423425,zach zane,justin gonzales,0,justin gonzales,DEC-UNA,3,15,1.3689535034942537,2.5400000000000205,-7.6200000000000045,1,1,0,0,0,0,0,0,0,0,0,0,0
21,2019-07-10,401128920,401128920|4016050|4062290,4016050,4062290,maki pitolo,justin sumter,1,maki pitolo,KO-TKO,1,1.62,-1.0376667556486439,-10.159999999999997,-12.699999999999989,-1,0,0,-1,0,0,0,0,-3.62,-2.7624309392265194,0,0,0
21,2019-07-10,401128920,401128920|4239743|4245092,4245092,4239743,jonathan pearce,jacob rosales,1,jonathan pearce,KO-TKO,3,11.83,3.238943989267405,2.539999999999992,-7.6200000000000045,0,0,1,0,0,0,0,0,0,0,0,0,0
21,2019-07-10,401128920,401128920|4423875|4423876,4423875,4423876,jesse wallace,joe solecki,0,joe solecki,SUBMISSION,1,3.82,0.7748276829777474,2.5400000000000205,-2.539999999999992,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2019-07-10,401128920,401128920|4425705|4425706,4425705,4425706,chris ocon,hunter azure,0,hunter azure,DEC-UNA,3,15,-3.9288965550285084,-2.539999999999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2019-07-17,401128921,401128921|3945573|4371002,4371002,3945573,antonio arroyo,stephen regman,1,antonio arroyo,SUBMISSION,2,8.52,2.09449886034621,10.159999999999997,-8.890000000000015,0,0,-1,1,1,0,0,0,15,2.533333333333333,0,0,0
22,2019-07-17,401128921,401128921|4025699|4255574,4255574,4025699,aaron jeffery,brendan allen,0,brendan allen,SUBMISSION,1,3.38,3.1184760809599084,0,-5.0800000000000125,0,-1,0,0,0,0,0,0,0,0,0,0,0
22,2019-07-17,401128921,401128921|4249193|4312854,4312854,4249193,ricardo prasel,don'tale mayes,0,don'tale mayes,KO-TKO,1,4.98,1.623578855144185,2.539999999999992,-7.6200000000000045,0,0,-1,-2,-0.5,-0.5,-0.5,0,-12.01,-5.953372189841798,-1.2489592006661117,0,-0.6244796003330558
22,2019-07-17,401128921,401128921|4424222|4424224,4424222,4424224,armando villarreal,ode' osbourne,0,ode' osbourne,SUBMISSION,1,4.65,2.420309794177843,0,-16.50999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2019-07-17,401128921,401128921|4424478|4424582,4424478,4424582,lance lawrence,kevin syler,0,kevin syler,DEC-UNA,3,15,0.09035093123062055,7.6200000000000045,1.2699999999999818,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2019-07-24,401128922,401128922|3900088|3939270,3900088,3939270,billy quarantillo,kamuela kirk,1,billy quarantillo,KO-TKO,3,10.37,5.344394477641568,0,-12.699999999999989,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2019-07-24,401128922,401128922|4040956|4425611,4040956,4425611,jordan williams,ramazan kuramagomedov,0,ramazan kuramagomedov,DEC-SPLT,3,15,5.861858901962396,2.539999999999992,6.350000000000023,1,0,1,0,0,0,0,0,0,0,0,0,0
