event_date,event_id,bout_key,fighter_a_id,fighter_b_id,fighter_a,fighter_b,winner_a,winner_name,method,finish_round,duration_minutes,age_diff,height_diff,reach_diff,height_missing_diff,reach_missing_diff,southpaw_diff,switch_diff,striker_style_diff,grappler_style_diff,prior_dwcs_bouts_diff,prior_dwcs_wins_diff,prior_dwcs_win_pct_diff,prior_dwcs_finish_pct_diff,prior_dwcs_ko_win_pct_diff,prior_dwcs_sub_win_pct_diff,prior_dwcs_dec_win_pct_diff,prior_dwcs_avg_duration_diff,prior_dwcs_over25_rate_diff,prior_dwcs_stats_available_diff,prior_dwcs_sig_landed_pm_diff,prior_dwcs_sig_attempted_pm_diff,prior_dwcs_sig_accuracy_diff,prior_dwcs_td_landed_per15_diff,prior_dwcs_td_attempted_per15_diff,prior_dwcs_td_accuracy_diff,prior_dwcs_kd_per15_diff,prior_dwcs_sub_attempts_per15_diff,ext_available_diff,ext_fights_diff,ext_wins_diff,ext_losses_diff,ext_win_pct_diff,ext_finish_win_pct_diff,ext_ko_win_pct_diff,ext_sub_win_pct_diff,ext_dec_win_pct_diff,ext_finish_loss_pct_diff,ext_ko_loss_pct_diff,ext_sub_loss_pct_diff,ext_recent3_win_pct_diff,ext_recent5_win_pct_diff,ext_recent3_finish_pct_diff,ext_recent5_finish_pct_diff,ext_major_fights_diff,ext_major_win_pct_diff,ext_regional_fights_diff,ext_regional_win_pct_diff,ext_org_diversity_diff,ext_title_fights_diff,ext_elo_diff,ext_avg_opp_elo_diff,ext_recent5_avg_opp_elo_diff,ext_best_win_opp_elo_diff,ext_days_since_last_diff,ext_avg_duration_sec_diff,ext_recent5_avg_duration_sec_diff,ext_r1_finish_win_pct_diff,ext_early_finish_win_pct_diff,ext_multi_route_finisher_diff,ext_a_available,ext_b_available
2017-07-11,400961602,400961602|2506260|2558159,2558159,2506260,azunna anyanwu,greg rebello,1,azunna anyanwu,KO-TKO,2,8.07,0.8542269861804144,2.539999999999992,10.160000000000023,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,-0.04040404040404044,0.15873015873015872,0.015873015873015817,0.14285714285714285,-0.15873015873015872,0.5,0.5,0.0,0.0,-0.19999999999999996,-0.33333333333333337,-0.30000000000000004,-1.0,0.5,8.0,-0.12418300653594772,2.0,0.0,13.608532230498895,-12.118959614068899,10.858677614223097,-49.145395885741436,-344.0,-6.503267973856168,300.6,0.06349206349206349,0.023809523809523836,1.0,1.0,1.0
2017-07-11,400961602,400961602|3020777|4237148,3020777,4237148,charles byrd,jamie pickett,1,charles byrd,SUBMISSION,1,4.92,4.8844261004675005,-10.159999999999997,-17.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.6666666666666666,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.0,0.0,3.0,0.6666666666666666,3.0,0.0,14.488916981802276,1536.2274343640013,1536.2274343640013,1575.5101186515733,,643.6666666666666,643.6666666666666,0.5,0.5,0.0,1.0,0.0
2017-07-11,400961602,400961602|3122040|3928693,3122040,3928693,boston salmon,ricky turcios,1,boston salmon,DEC-UNA,3,15.0,2.540777702485336,0.0,-7.620000000000003,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-9.0,1.0,-1.0,-0.3333333333333333,-0.3333333333333333,0.0,-0.6666666666666666,0.0,0.0,0.0,-1.0,-1.0,-0.6666666666666666,-0.4,-2.0,-1.0,-6.0,-1.0,-3.0,0.0,-112.30476163768003,-7.786735229878786,-27.513778873736783,-106.7282687257366,1.0,197.375,241.25,-0.1111111111111111,-0.2222222222222222,0.0,1.0,1.0
2017-07-11,400961602,400961602|3128221|3961774,3961774,3128221,manny vazquez,joby sanchez,0,joby sanchez,DEC-UNA,3,15.0,-2.4066202591428976,10.160000000000023,10.159999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.03896103896103886,-0.19444444444444442,-0.25,0.05555555555555558,0.19444444444444448,0.0,-0.5,0.5,0.33333333333333337,0.20000000000000007,-0.16666666666666669,0.16666666666666669,-1.0,0.6666666666666667,4.0,-0.16666666666666663,-1.0,0.0,29.57083603549495,5.053696280101349,10.608391727111666,54.14737545896401,-34.0,40.48251748251744,-186.64999999999998,0.1111111111111111,0.0,0.0,1.0,1.0
2017-07-19,400966346,400966346|2553221|3024141,3024141,2553221,dan spohn,angel de anda,1,dan spohn,SUBMISSION,1,3.17,0.6242427975933822,20.319999999999997,,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,4.0,0.5,0.25,0.25,0.0,0.75,0.0,0.0,0.0,0.6666666666666666,0.4,0.5,0.5,2.0,0.0,6.0,0.6666666666666666,5.0,0.0,15.945844720125251,1565.6571168370547,1589.6356256973545,1563.9417481723797,,934.0,801.0,0.0,0.0,0.0,1.0,0.0
2017-07-19,400966346,400966346|2557012|3895524,2557012,3895524,lazar stojadinovic,thanh le,0,thanh le,KO-TKO,2,6.58,-3.5647549230990343,-5.079999999999984,-16.50999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,6.0,-0.3157894736842105,-0.3846153846153846,-0.7692307692307692,0.38461538461538464,0.38461538461538464,0.5,0.16666666666666666,0.3333333333333333,-0.33333333333333337,-0.19999999999999996,-1.0,-0.5,0.0,0.0,16.0,-0.3529411764705882,11.0,0.0,36.193621770355094,-58.61152601537992,-37.62883846656223,-0.5942395655335986,0.0,343.45614035087715,321.26666666666665,-0.282051282051282,-0.46153846153846156,1.0,1.0,1.0
2017-07-19,400966346,400966346|4030197|4082117,4030197,4082117,casey kenney,cee jay hamilton,1,casey kenney,DEC-UNA,3,15.0,-4.4490988863563246,2.5400000000000205,-10.159999999999997,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,7.0,0.0,0.7777777777777778,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0,0.3333333333333333,0.6,0.0,0.6666666666666666,2.0,0.0,7.0,1.0,5.0,0.0,81.67867531346997,1534.43622922164,1561.4686951233514,1583.5679599728153,,610.8888888888889,634.6,0.42857142857142855,0.5714285714285714,1.0,1.0,0.0
2017-07-19,400966346,400966346|4040925|4237605,4040925,4237605,sidney outlaw,michael cora,1,sidney outlaw,DEC-UNA,3,15.0,-2.6311286337159565,,-2.5400000000000205,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.5,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,1.0,-0.5,1.0,0.0,-12.01710645431649,-11.713211759080878,-11.713211759080878,-23.32139785683694,216.0,119.0,119.0,-1.0,-1.0,0.0,1.0,1.0
2017-07-19,400966346,400966346|4082018|4205093,4082018,4205093,alfred khashakyan,sean o'malley,0,sean o'malley,KO-TKO,1,4.23,6.2698070460036845,-7.620000000000003,-5.079999999999984,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-7.0,3.0,-0.6,0.11111111111111116,0.2222222222222222,-0.1111111111111111,-0.1111111111111111,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.6666666666666667,-0.6,0.0,0.0,-2.0,-1.0,-2.0,-0.6,-1.0,0.0,-104.39823203773744,28.533291650930323,13.881951155363367,-47.25846096074497,0.0,76.22222222222223,117.0,0.2222222222222222,0.2222222222222222,-1.0,1.0,1.0
2017-07-25,400966347,400966347|3087807|3111997,3111997,3087807,geoff neal,chase waldon,1,geoff neal,KO-TKO,1,1.93,,-7.620000000000003,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,0.0,-0.05714285714285705,0.08333333333333337,0.375,-0.2916666666666667,-0.08333333333333331,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,-4.0,-0.08333333333333337,-2.0,0.0,-35.66297786003565,4.786781045206908,-11.277201898088606,-14.314754720307064,-56.0,52.14285714285717,57.400000000000034,0.16666666666666669,0.2916666666666667,0.0,1.0,1.0
