uid,fight_id,event_id,event_date,event_name,promotion,fighter_id,fighter_name,fight_result,opponent_id,opponent_name,title_fight,fight_end_round,fight_result_type,fight_duration,over_2_5
s:3301~l:3321~e:600021773~c:401465218,600021773-4584150-5144007,600021773,2022-08-17,Dana White's Contender Series,DWC,4360028,jose johnson,W,4584150,jack cartwright,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401222724~c:401239997,401222724-5144007-4231391,401222724,2020-09-02,Dana White's Contender Series,DWC,4360028,jose johnson,L,4231391,ronnie lawrence,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:400961602~c:237190,400961602-4034272-3122040,400961602,2017-07-11,Dana White's Contender Series,DWC,3928693,ricky turcios,L,3122040,boston salmon,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600036493~c:401571756,600036493-5143224-4705600,600036493,2023-08-23,Dana White's Contender Series,DWC,5143223,zachary reese,W,5143224,eli aronov,False,1,SUBMISSION,1.23,False
s:3301~l:3321~e:401128917~c:268439,401128917-4565903-4237148,401128917,2019-06-19,Dana White's Contender Series,DWC,4423214,punahele soriano,W,4237148,jamie pickett,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600021771~c:401463238,600021771-4900807-4812389,600021771,2022-08-03,Dana White's Contender Series,DWC,4869425,vinicius salvador,W,4812389,shannon ross,False,2,KO-TKO,9.370000000000001,False
s:3301~l:3321~e:600036332~c:401567319,600036332-3155425-5144006,600036332,2023-08-08,Dana White's Contender Series,DWC,5144007,tom nolan,W,5144006,bogdan grad,False,1,KO-TKO,1.38,False
s:3301~l:3321~e:600008643~c:401362000,600008643-4379258-4683418,600008643,2021-09-22,Dana White's Contender Series,DWC,4875509,kleydson rodrigues,W,4683418,santo curatolo,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600022208~c:401467211,600022208-5044376-4275487,600022208,2022-08-31,Dana White's Contender Series,DWC,4689965,mateusz rębecki,W,5044376,rodrigo lidio,False,1,SUBMISSION,3.08,False
s:3301~l:3321~e:600010081~c:401377630,600010081-4815978-3089069,600010081,2021-10-13,Dana White's Contender Series,DWC,4705600,jake hadley,W,4815978,mitch raposo,False,2,SUBMISSION,8.18,False
s:3301~l:3321~e:600022209~c:401451170,600022209-5060489-3915502,600022209,2022-09-07,Dana White's Contender Series,DWC,5060483,vitor petrino,W,5060489,rodolfo bellato,False,2,KO-TKO,8.6,False
s:3301~l:3321~e:600036498~c:401600950,600036498-5172179-2552777,600036498,2023-09-27,Dana White's Contender Series,DWC,5149147,ernesta kareckaite,W,5172179,carli judice,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:400968458~c:238654,400968458-4875513-3077954,400968458,2017-08-08,Dana White's Contender Series,DWC,3155425,alex perez,W,3077954,kevin gray,False,1,SUBMISSION,2.9,False
s:3301~l:3321~e:600036332~c:401567320,600036332-5075334-4374436,600036332,2023-08-08,Dana White's Contender Series,DWC,5007668,caio machado,W,5075334,kevin szaflarski,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600011553~c:401379701,600011553-3093559-4875499,600011553,2021-11-03,Dana White's Contender Series,DWC,4895360,maheshate,W,4875499,achilles estremadura,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401074497~c:265413,401074497-4245094-4348793,401074497,2018-08-12,Dana White's Contender Series,DWC,4379258,marina rodriguez,W,4348793,maria oliveira,False,1,KO-TKO,3.05,False
s:3301~l:3321~e:600036332~c:401567318,600036332-4246307-5119021,600036332,2023-08-08,Dana White's Contender Series,DWC,5144068,cesar almeida,W,5119021,lucas fernando,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401033279~c:265477,401033279-3955577-4905261,401033279,2018-06-27,Dana White's Contender Series,DWC,3915502,jamall emmers,L,3955577,julian erosa,False,2,KO-TKO,6.17,False
s:3301~l:3321~e:600021770~c:401460459,600021770-3155424-4687113,600021770,2022-07-27,Dana White's Contender Series,DWC,4875513,anton turkalj,W,4687113,acácio dos santos,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600008643~c:401357660,600008643-4835136-3281606,600008643,2021-09-22,Dana White's Contender Series,DWC,4374436,aj dobson,W,4835136,hashem arkhagha,False,1,SUBMISSION,4.35,False
s:3301~l:3321~e:600036493~c:401577737,600036493-5147245-5145498,600036493,2023-08-23,Dana White's Contender Series,DWC,5144312,luis pajuelo,W,5147245,robbie ring,False,1,KO-TKO,3.72,False
s:3301~l:3321~e:401033283~c:265431,401033283-4354424-4239928,401033283,2018-08-08,Dana White's Contender Series,DWC,4245094,kennedy nzechukwu,W,4354424,dennis bryant,False,1,KO-TKO,1.8,False
s:3301~l:3321~e:400972137~c:265526,400972137-4239928-3039664,400972137,2017-08-23,Dana White's Contender Series,DWC,4245094,kennedy nzechukwu,W,3039664,anton berzin,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:600036498~c:401597250,600036498-4893608-5074126,600036498,2023-09-27,Dana White's Contender Series,DWC,4702589,danny silva,W,4893608,angel pacheco,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600036494~c:401579192,600036494-3045737-4294832,600036494,2023-08-30,Dana White's Contender Series,DWC,4816283,mitch ramirez,L,4294832,carlos prates,False,2,KO-TKO,6.23,False
s:3301~l:3321~e:600008641~c:401357140,600008641-4713086-3960072,600008641,2021-09-08,Dana White's Contender Series,DWC,4816062,chad anheliger,W,3960072,muin gafurov,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:401033281~c:265444,401033281-4350812-4037324,401033281,2018-07-18,Dana White's Contender Series,DWC,4246307,maycee barber,W,4037324,jamie colleen miller,False,3,KO-TKO,14.25,True
s:3301~l:3321~e:401221631~c:401233642,401221631-4684127-4690540,401221631,2020-08-19,Dana White's Contender Series,DWC,4276994,josh parisian,W,4684127,chad johnson,False,1,KO-TKO,3.72,False
s:3301~l:3321~e:401033279~c:265476,401033279-4690540-2506260,401033279,2018-06-27,Dana White's Contender Series,DWC,4276994,josh parisian,W,2506260,greg rebello,False,1,KO-TKO,1.52,False
s:3301~l:3321~e:600036497~c:401591071,600036497-5122234-5121866,600036497,2023-09-20,Dana White's Contender Series,DWC,5145498,shamil gaziev,W,5121866,greg velasco,False,1,SUBMISSION,2.63,False
s:3301~l:3321~e:401221632~c:401231042,401221632-4926991-3895527,401221632,2020-08-26,Dana White's Contender Series,DWC,4237148,jamie pickett,W,3895527,jhonoven pati,False,2,KO-TKO,5.55,False
s:3301~l:3321~e:401128917~c:268439,401128917-4423214-4926991,401128917,2019-06-19,Dana White's Contender Series,DWC,4237148,jamie pickett,L,4423214,punahele soriano,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:400961602~c:237191,400961602-4926991-3020777,400961602,2017-07-11,Dana White's Contender Series,DWC,4237148,jamie pickett,L,3020777,charles byrd,False,1,SUBMISSION,4.92,False
s:3301~l:3321~e:600021773~c:401465217,600021773-5123311-5065494,600021773,2022-08-17,Dana White's Contender Series,DWC,5074126,claudio ribeiro,W,5065494,ivan valenzuela,False,1,KO-TKO,0.42,False
s:3301~l:3321~e:600022212~c:401483886,600022212-4426130-4795255,600022212,2022-09-28,Dana White's Contender Series,DWC,5088891,mateus mendonca,W,4795255,ashiek ajim,False,1,KO-TKO,0.8,False
s:3301~l:3321~e:401222786~c:401241750,401222786-4393818-4686739,401222786,2020-09-16,Dana White's Contender Series,DWC,4690540,muhammad naimov,L,4686739,collin anglin,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600036498~c:401597809,600036498-5157668-5088544,600036498,2023-09-27,Dana White's Contender Series,DWC,5152138,danny barlow,W,5088544,raheam forest,False,1,KO-TKO,1.32,False
s:3301~l:3321~e:600036494~c:401579191,600036494-3953381-5079262,600036494,2023-08-30,Dana White's Contender Series,DWC,5123311,timmy cuamba,W,5079262,mateo vogel,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600022208~c:401467213,600022208-3961293-4213329,600022208,2022-08-31,Dana White's Contender Series,DWC,5080936,blake bilder,W,4213329,alexander morgan,False,1,SUBMISSION,3.23,False
s:3301~l:3321~e:600036500~c:401604872,600036500-3961293-4683526,600036500,2023-10-11,Dana White's Contender Series,DWC,5157668,marquel mederos,W,4683526,issa isakov,False,1,KO-TKO,4.15,False
s:3301~l:3321~e:401074497~c:265434,401074497-3991049-2504566,401074497,2018-08-12,Dana White's Contender Series,DWC,3146944,johnny walker,W,3991049,henrique da silva,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600021771~c:401463238,600021771-4869425-2526299,600021771,2022-08-03,Dana White's Contender Series,DWC,4812389,shannon ross,L,4869425,vinicius salvador,False,2,KO-TKO,9.370000000000001,False
s:3301~l:3321~e:600022212~c:401483885,600022212-3998248-4871197,600022212,2022-09-28,Dana White's Contender Series,DWC,5076593,rafael estevam,W,4871197,joao elias,False,2,KO-TKO,7.42,False
s:3301~l:3321~e:600021770~c:401460461,600021770-4063667-5060382,600021770,2022-07-27,Dana White's Contender Series,DWC,5074121,alessandro costa,W,5060382,juan andres luna,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:600022210~c:401451171,600022210-5092399-4688624,600022210,2022-09-14,Dana White's Contender Series,DWC,5048900,trevor peek,W,5092399,malik lewis,False,2,KO-TKO,7.62,False
s:3301~l:3321~e:401221630~c:401232277,401221630-4403536-4869424,401221630,2020-08-12,Dana White's Contender Series,DWC,3998248,adrian yanez,W,4403536,brady huang,False,1,KO-TKO,0.65,False
s:3301~l:3321~e:401128918~c:264865,401128918-4569669-5093484,401128918,2019-08-28,Dana White's Contender Series,DWC,4063667,tj brown,W,4569669,dylan lockard,False,3,SUBMISSION,12.98,True
s:3301~l:3321~e:600036500~c:401604873,600036500-5149190-5044438,600036500,2023-10-11,Dana White's Contender Series,DWC,5157670,jair farias,L,5044438,connor matthews,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600036500~c:401604872,600036500-5157668-2988175,600036500,2023-10-11,Dana White's Contender Series,DWC,4683526,issa isakov,L,5157668,marquel mederos,False,1,KO-TKO,4.15,False
s:3301~l:3321~e:600036499~c:401571750,600036499-4977643-4293183,600036499,2023-10-04,Dana White's Contender Series,DWC,5119536,eduardo torres caut,L,4293183,victor hugo,False,2,SUBMISSION,7.27,False
s:3301~l:3321~e:600036499~c:401597253,600036499-5157817-5092399,600036499,2023-10-04,Dana White's Contender Series,DWC,5149440,magomed gadzhiyasulov,W,5157817,jose daniel medina,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600036499~c:401597254,600036499-5122238-4891678,600036499,2023-10-04,Dana White's Contender Series,DWC,4565683,raimond magomedaliev,L,5122238,mauricio ruffy,False,3,KO-TKO,14.75,True
s:3301~l:3321~e:600036498~c:401597809,600036498-5152138-5148677,600036498,2023-09-27,Dana White's Contender Series,DWC,5088544,raheam forest,L,5152138,danny barlow,False,1,KO-TKO,1.32,False
s:3301~l:3321~e:600036498~c:401597249,600036498-4523403-5119702,600036498,2023-09-27,Dana White's Contender Series,DWC,5149190,mario piazzon,W,5119702,alexander soldatkin,False,3,DQ,10.33,False
s:3301~l:3321~e:600036498~c:401597252,600036498-4884877-4358022,600036498,2023-09-27,Dana White's Contender Series,DWC,4688624,victor madrigal,L,4884877,vinicius oliveira,False,1,KO-TKO,3.03,False
s:3301~l:3321~e:600008640~c:401351345,600008640-5157247-4410116,600008640,2021-09-01,Dana White's Contender Series,DWC,4869424,aj fletcher,W,4410116,leonardo damiani,False,1,KO-TKO,2.4,False
s:3301~l:3321~e:401128917~c:268440,401128917-5079262-4080575,401128917,2019-06-19,Dana White's Contender Series,DWC,4289255,hannah goldy,W,4080575,kali robbins,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600036497~c:401591071,600036497-5145498-2529520,600036497,2023-09-20,Dana White's Contender Series,DWC,5121866,greg velasco,L,5145498,shamil gaziev,False,1,SUBMISSION,2.63,False
s:3301~l:3321~e:600036497~c:401571752,600036497-5077056-4914335,600036497,2023-09-20,Dana White's Contender Series,DWC,4977643,daniel allen,W,5077056,jacobi jones,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600036497~c:401591070,600036497-5145496-3170347,600036497,2023-09-20,Dana White's Contender Series,DWC,5126213,jhonata silva,L,5145496,igor severino,False,2,KO-TKO,7.62,False
s:3301~l:3321~e:600022210~c:401482234,600022210-2354264-4394200,600022210,2022-09-14,Dana White's Contender Series,DWC,4891678,marnic mann,L,4394200,bruna brasil,False,2,KO-TKO,9.55,False
s:3301~l:3321~e:600036496~c:401571753,600036496-2552906-5075748,600036496,2023-09-13,Dana White's Contender Series,DWC,5092399,malik lewis,L,5075748,james llontop,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600022210~c:401451171,600022210-2552906-5048900,600022210,2022-09-14,Dana White's Contender Series,DWC,5092399,malik lewis,L,5048900,trevor peek,False,2,KO-TKO,7.62,False
s:3301~l:3321~e:600036496~c:401591006,600036496-5145497-5115163,600036496,2023-09-13,Dana White's Contender Series,DWC,5053878,eduardo neves,L,5145497,jhonata diniz,False,1,KO-TKO,3.25,False
s:3301~l:3321~e:600022207~c:401451148,600022207-5060505-5115163,600022207,2022-08-24,Dana White's Contender Series,DWC,5053878,eduardo neves,L,5060505,mick parkin,False,1,SUBMISSION,1.95,False
s:3301~l:3321~e:600036496~c:401591007,600036496-2504643-4686723,600036496,2023-09-13,Dana White's Contender Series,DWC,5145494,patricia alujas,L,4686723,julia polastri,False,2,SUBMISSION,9.08,False
s:3301~l:3321~e:600036496~c:401591005,600036496-5149439-5007635,600036496,2023-09-13,Dana White's Contender Series,DWC,5149436,kasey tanner,L,5149439,jean matsumoto,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600036494~c:401579191,600036494-5123311-5143887,600036494,2023-08-30,Dana White's Contender Series,DWC,5079262,mateo vogel,L,5123311,timmy cuamba,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600036494~c:401579190,600036494-4869702-4252349,600036494,2023-08-30,Dana White's Contender Series,DWC,4358022,chandler cole,L,4869702,thomas petersen,False,2,SUBMISSION,6.13,False
s:3301~l:3321~e:600036494~c:401571755,600036494-5145682-5007669,600036494,2023-08-30,Dana White's Contender Series,DWC,4914335,dylan salvador,L,5145682,bolaji oki,False,1,KO-TKO,2.77,False
s:3301~l:3321~e:600010080~c:401370311,600010080-4684468-4425728,600010080,2021-10-06,Dana White's Contender Series,DWC,4880596,fernie garcia,W,4425728,joshua weems,False,1,KO-TKO,2.17,False
s:3301~l:3321~e:401074497~c:265435,401074497-4039957-4600143,401074497,2018-08-12,Dana White's Contender Series,DWC,3170347,taila santos,W,4039957,estefani almeida,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600022208~c:401451149,600022208-4426299-5080485,600022208,2022-08-31,Dana White's Contender Series,DWC,5085249,yusaku kinoshita,W,5080485,jose henrique,False,3,KO-TKO,10.72,False
s:3301~l:3321~e:600036493~c:401577736,600036493-4686735-4403762,600036493,2023-08-23,Dana White's Contender Series,DWC,5007635,josefine knutsson,W,4403762,isis verbeek,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600036493~c:401577737,600036493-5119021-5144312,600036493,2023-08-23,Dana White's Contender Series,DWC,5147245,robbie ring,L,5144312,luis pajuelo,False,1,KO-TKO,3.72,False
s:3301~l:3321~e:401033270~c:265466,401033270-4339130-3090451,401033270,2018-06-13,Dana White's Contender Series,DWC,4252349,rico disciullo,L,4339130,montel jackson,False,3,KO-TKO,12.25,False
s:3301~l:3321~e:600036492~c:401571757,600036492-4764301-4081475,600036492,2023-08-15,Dana White's Contender Series,DWC,4695485,abdul-kareem al-selwady,W,4764301,george hardwick,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600036492~c:401577730,600036492-3022345-4684240,600036492,2023-08-15,Dana White's Contender Series,DWC,5007669,paulo renato jr.,L,4684240,ibo aslan,False,1,KO-TKO,2.37,False
s:3301~l:3321~e:600021772~c:401445835,600021772-3022345-4565641,600021772,2022-08-10,Dana White's Contender Series,DWC,5007669,paulo renato jr.,L,4565641,jamal pogues,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600036492~c:401579129,600036492-2558075-5027356,600036492,2023-08-15,Dana White's Contender Series,DWC,5115163,emrah sonmez,L,5027356,hyder amil,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600036492~c:401577731,600036492-5143888-4880114,600036492,2023-08-15,Dana White's Contender Series,DWC,5143887,janaina silva,L,5143888,eduarda moura,False,1,SUBMISSION,4.0,False
s:3301~l:3321~e:401222785~c:401240127,401222785-4236496-4252253,401222785,2020-09-09,Dana White's Contender Series,DWC,4600143,tafon nchukwi,W,4252253,al matavao,False,2,KO-TKO,7.02,False
s:3301~l:3321~e:401221632~c:401235978,401221632-4684470-4411888,401221632,2020-08-26,Dana White's Contender Series,DWC,4684468,mike breeden,L,4684470,anthony romero,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600036332~c:401567318,600036332-5144068-4874988,600036332,2023-08-08,Dana White's Contender Series,DWC,5119021,lucas fernando,L,5144068,cesar almeida,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600036332~c:401567321,600036332-5144008-3136321,600036332,2023-08-08,Dana White's Contender Series,DWC,4892422,reyes cortez jr.,L,5144008,payton talbott,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600010081~c:401370332,600010081-3136321-4875511,600010081,2021-10-13,Dana White's Contender Series,DWC,4892422,reyes cortez jr.,L,4875511,christian rodriguez,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401128923~c:266406,401128923-4426301-5076027,401128923,2019-07-31,Dana White's Contender Series,DWC,4426299,aleksa camur,W,4426301,fabio cherant,False,2,KO-TKO,5.8,False
s:3301~l:3321~e:600021770~c:401460460,600021770-4879763-3155420,600021770,2022-07-27,Dana White's Contender Series,DWC,4686735,dennis buzukja,W,4879763,kaleio romero,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401222724~c:401239995,401222724-3155420-4686734,401222724,2020-09-02,Dana White's Contender Series,DWC,4686735,dennis buzukja,L,4686734,melsik baghdasaryan,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600011551~c:401382496,600011551-4426282-4878384,600011551,2021-10-20,Dana White's Contender Series,DWC,4880114,jonny parsons,W,4878384,solomon renfro,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:600010080~c:401370310,600010080-2558492-3249894,600010080,2021-10-06,Dana White's Contender Series,DWC,4236496,daniel barez,L,3249894,carlos hernandez,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:401128922~c:268459,401128922-4566991-3085551,401128922,2019-07-24,Dana White's Contender Series,DWC,4425604,terrance mckinney,L,4566991,sean woodson,False,2,KO-TKO,6.82,False
s:3301~l:3321~e:600010080~c:401370313,600010080-4874989-3136286,600010080,2021-10-06,Dana White's Contender Series,DWC,4874988,genaro valdez,W,4874989,patrik white,False,2,KO-TKO,5.73,False
s:3301~l:3321~e:600021772~c:401464156,600021772-4348793-4904998,600021772,2022-08-10,Dana White's Contender Series,DWC,5076027,édgar cháirez,L,4904998,clayton carpenter,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:400968459~c:238813,400968459-3090893-3074719,400968459,2017-08-16,Dana White's Contender Series,DWC,3931156,grant dawson,W,3074719,adrian diaz,False,2,SUBMISSION,6.25,False
s:3301~l:3321~e:401128926~c:266409,401128926-4423215-3952937,401128926,2019-08-21,Dana White's Contender Series,DWC,3924096,phil rowe,W,4423215,leon shahbazyan,False,3,KO-TKO,10.27,False
s:3301~l:3321~e:600022212~c:401483884,600022212-2488476-5088846,600022212,2022-09-28,Dana White's Contender Series,DWC,5088885,jack jenkins,W,5088846,emiliano linares,False,3,KO-TKO,14.5,True
s:3301~l:3321~e:600011552~c:401382950,600011552-4894864-3971496,600011552,2021-10-27,Dana White's Contender Series,DWC,4884868,cristian quiñonez,W,4894864,xiao long,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401222724~c:401239997,401222724-4360028-4688408,401222724,2020-09-02,Dana White's Contender Series,DWC,4231391,ronnie lawrence,W,4360028,jose johnson,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401074497~c:265413,401074497-4379258-3020090,401074497,2018-08-12,Dana White's Contender Series,DWC,4348793,maria oliveira,L,4379258,marina rodriguez,False,1,KO-TKO,3.05,False
s:3301~l:3321~e:400968458~c:238652,400968458-3088682-3164449,400968458,2017-08-08,Dana White's Contender Series,DWC,3922491,ricky simon,W,3164449,donavon frelow,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:600008642~c:401361174,600008642-3120454-4252258,600008642,2021-09-15,Dana White's Contender Series,DWC,3088682,albert duraev,W,3120454,caio bittencourt,False,1,SUBMISSION,3.48,False
s:3301~l:3321~e:401223626~c:401256298,401223626-4689223-5037883,401223626,2020-11-18,Dana White's Contender Series,DWC,4684678,tucker lutz,W,4689223,sherrard blackledge,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401222724~c:401239999,401222724-5037883-4293896,401222724,2020-09-02,Dana White's Contender Series,DWC,4684678,tucker lutz,W,4293896,chase gibson,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401128924~c:269714,401128924-4409396-4896541,401128924,2019-08-07,Dana White's Contender Series,DWC,4372245,omar morales,W,4409396,harvey park,False,2,KO-TKO,6.1,False
s:3301~l:3321~e:600022211~c:401483872,600022211-5075937-4350796,600022211,2022-09-21,Dana White's Contender Series,DWC,3896934,jafel filho,W,5075937,roybert echeverria,False,3,KO-TKO,11.52,False
s:3301~l:3321~e:401128925~c:269723,401128925-3027545-3119811,401128925,2019-08-14,Dana White's Contender Series,DWC,4084453,tony gravely,W,3119811,ray rodriguez,False,3,KO-TKO,12.27,False
s:3301~l:3321~e:401033280~c:265453,401033280-4078218-4243343,401033280,2018-07-11,Dana White's Contender Series,DWC,4339490,jalin turner,W,4243343,max mustaki,False,1,DR-TKO,5.0,False
s:3301~l:3321~e:600011553~c:401382970,600011553-5068624-4848687,600011553,2021-11-03,Dana White's Contender Series,DWC,4880807,yohan lainesse,W,4848687,justin burlinson,False,1,KO-TKO,1.62,False
s:3301~l:3321~e:600008643~c:401362001,600008643-4046059-4239743,600008643,2021-09-22,Dana White's Contender Series,DWC,4252258,victor martinez,W,4239743,jacob rosales,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600022211~c:401488702,600022211-2995167-3128474,600022211,2022-09-21,Dana White's Contender Series,DWC,5092398,nurullo aliev,W,3128474,josh wick,False,1,KO-TKO,4.6,False
s:3301~l:3321~e:401128924~c:266407,401128924-4565645-4337435,401128924,2019-08-07,Dana White's Contender Series,DWC,4062287,jay perrin,L,4565645,dwight joseph,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600021772~c:401464155,600021772-4065617-5060511,600021772,2022-08-10,Dana White's Contender Series,DWC,5075335,erik silva,W,5060511,anvar boynazarov,False,1,KO-TKO,1.53,False
s:3301~l:3321~e:401128920~c:268452,401128920-4896529-4239743,401128920,2019-07-10,Dana White's Contender Series,DWC,4245092,jonathan pearce,W,4239743,jacob rosales,False,3,KO-TKO,11.83,False
s:3301~l:3321~e:600022209~c:401467665,600022209-4425728-5056143,600022209,2022-09-07,Dana White's Contender Series,DWC,5056144,tereza bleda,W,5056143,nayara maia,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401128925~c:269722,401128925-5088845-3115959,401128925,2019-08-14,Dana White's Contender Series,DWC,4065617,shanna young,L,3115959,sarah alpar,False,2,SUBMISSION,7.92,False
s:3301~l:3321~e:400972137~c:265527,400972137-5088537-3041138,400972137,2017-08-23,Dana White's Contender Series,DWC,4249184,benito lopez,W,3041138,steven peterson,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:401223624~c:401252313,401223624-4251497-4871197,401223624,2020-11-05,Dana White's Contender Series,DWC,4227709,jared vanderaa,W,4251497,harry hunsucker,False,1,KO-TKO,3.57,False
s:3301~l:3321~e:600010080~c:401370311,600010080-4880596-3128474,600010080,2021-10-06,Dana White's Contender Series,DWC,4425728,joshua weems,L,4880596,fernie garcia,False,1,KO-TKO,2.17,False
s:3301~l:3321~e:600011552~c:401379700,600011552-4896540-4416295,600011552,2021-10-27,Dana White's Contender Series,DWC,4896529,gadzhi omargadzhiev,W,4896540,jansey silva,False,1,SUBMISSION,4.32,False
s:3301~l:3321~e:400966348~c:265548,400966348-4020801-4684923,400966348,2017-08-01,Dana White's Contender Series,DWC,3960440,brandon davis,W,4020801,austin arnett,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600022212~c:401451173,600022212-4375603-5061870,600022212,2022-09-28,Dana White's Contender Series,DWC,5088537,donovan beard,L,5061870,bo nickal,False,1,SUBMISSION,0.87,False
s:3301~l:3321~e:600022212~c:401483883,600022212-5088916-4875507,600022212,2022-09-28,Dana White's Contender Series,DWC,5088845,vinicius cenci,L,5088916,sam patterson,False,2,SUBMISSION,9.3,False
s:3301~l:3321~e:600022212~c:401483885,600022212-5076593-3950354,600022212,2022-09-28,Dana White's Contender Series,DWC,4871197,joao elias,L,5076593,rafael estevam,False,2,KO-TKO,7.42,False
s:3301~l:3321~e:600022211~c:401483870,600022211-5088844-5060472,600022211,2022-09-21,Dana White's Contender Series,DWC,4876401,mando gutierrez,L,5088844,raul rosas jr.,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600022211~c:401488702,600022211-5092398-5060472,600022211,2022-09-21,Dana White's Contender Series,DWC,3128474,josh wick,L,5092398,nurullo aliev,False,1,KO-TKO,4.6,False
s:3301~l:3321~e:401221631~c:401231041,401221631-4708819-3120459,401221631,2020-08-19,Dana White's Contender Series,DWC,4685887,louis cosce,W,3120459,victor reyna,False,1,KO-TKO,1.2,False
s:3301~l:3321~e:600022210~c:401482231,600022210-5016786-5080485,600022210,2022-09-14,Dana White's Contender Series,DWC,4903519,allan begosso,L,5016786,farid basharat,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600022210~c:401482233,600022210-4001851-4684776,600022210,2022-09-14,Dana White's Contender Series,DWC,4684923,mario sousa,L,4684776,ikram aliskerov,False,1,SUBMISSION,2.15,False
s:3301~l:3321~e:600008641~c:401357137,600008641-4001851-2959422,600008641,2021-09-08,Dana White's Contender Series,DWC,4684923,mario sousa,L,2959422,chidi njokuani,False,3,KO-TKO,11.58,False
s:3301~l:3321~e:401223625~c:401247221,401223625-4001851-4684922,401223625,2020-11-11,Dana White's Contender Series,DWC,4684923,mario sousa,W,4684922,mariusz ksiazkiewicz,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600022210~c:401482232,600022210-5088886-3074813,600022210,2022-09-14,Dana White's Contender Series,DWC,4875507,brandon lewis,L,5088886,daniel marcos,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600008642~c:401361173,600008642-4875508-3074813,600008642,2021-09-15,Dana White's Contender Series,DWC,4875507,brandon lewis,L,4875508,mo miller,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401222786~c:401241752,401222786-4684925-2519811,401222786,2020-09-16,Dana White's Contender Series,DWC,4375603,danyelle wolf,W,4684925,taneisha tennant,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600022209~c:401467664,600022209-3024357-3093513,600022209,2022-09-07,Dana White's Contender Series,DWC,4294871,nariman abbasov,L,3093513,ismael bonfim,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600022208~c:401451149,600022208-5085249-5078230,600022208,2022-08-31,Dana White's Contender Series,DWC,5080485,jose henrique,L,5085249,yusaku kinoshita,False,3,KO-TKO,10.72,False
s:3301~l:3321~e:600022208~c:401467210,600022208-3111997-5060467,600022208,2022-08-31,Dana White's Contender Series,DWC,5060472,matej penaz,L,5060467,sedriques dumas,False,1,SUBMISSION,0.78,False
