uid,fight_id,event_id,event_date,event_name,promotion,fighter_id,fighter_name,fight_result,opponent_id,opponent_name,title_fight,fight_end_round,fight_result_type,fight_duration,over_2_5
s:3301~l:3321~e:600022208~c:401467213,600022208-5080936-5060511,600022208,2022-08-31,Dana White's Contender Series,DWC,4213329,alexander morgan,L,5080936,blake bilder,False,1,SUBMISSION,3.23,False
s:3301~l:3321~e:401223624~c:401252313,401223624-4567897-4227709,401223624,2020-11-05,Dana White's Contender Series,DWC,4251497,harry hunsucker,L,4227709,jared vanderaa,False,1,KO-TKO,3.57,False
s:3301~l:3321~e:401223624~c:401252312,401223624-3147489-4912582,401223624,2020-11-05,Dana White's Contender Series,DWC,3074813,luis saldana,W,3147489,vince murdock,False,3,KO-TKO,10.73,False
s:3301~l:3321~e:600021773~c:401465219,600021773-4335947-4374742,600021773,2022-08-17,Dana White's Contender Series,DWC,5030324,claudia leite,L,4374742,hailey cowan,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:600047777~c:401716186,600047777-5060387-4935217,600047777,2024-09-18,Dana White's Contender Series,DWC,5074129,ahmad hassanzada,W,4935217,dylan mantello,False,3,SUBMISSION,12.68,True
s:3301~l:3321~e:600021773~c:401465220,600021773-5074130-5060387,600021773,2022-08-17,Dana White's Contender Series,DWC,5074129,ahmad hassanzada,L,5074130,nazim sadykhov,False,3,KO-TKO,11.98,False
s:3301~l:3321~e:600008641~c:401348174,600008641-4888600-3155846,600008641,2021-09-08,Dana White's Contender Series,DWC,4788300,josh quinlan,D,4888600,logan urban,False,1,NO-CONTEST,0.78,False
s:3301~l:3321~e:600021772~c:401460091,600021772-3155846-5061870,600021772,2022-08-10,Dana White's Contender Series,DWC,5078230,zachary borrego,L,5061870,bo nickal,False,1,SUBMISSION,1.03,False
s:3301~l:3321~e:600021772~c:401464155,600021772-5075335-4879763,600021772,2022-08-10,Dana White's Contender Series,DWC,5060511,anvar boynazarov,L,5075335,erik silva,False,1,KO-TKO,1.53,False
s:3301~l:3321~e:600021772~c:401464157,600021772-5044439-4687113,600021772,2022-08-10,Dana White's Contender Series,DWC,4683551,karolina wojcik,W,5044439,sandra lavado,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:400966347~c:265555,400966347-4917676-3087807,400966347,2017-07-25,Dana White's Contender Series,DWC,3111997,geoff neal,W,3087807,chase waldon,False,1,KO-TKO,1.93,False
s:3301~l:3321~e:600021771~c:401463240,600021771-3910104-4903365,600021771,2022-08-03,Dana White's Contender Series,DWC,5060387,danilo suzart,L,4903365,waldo cortes-acosta,False,1,KO-TKO,3.67,False
s:3301~l:3321~e:600021771~c:401463241,600021771-4892412-4236954,600021771,2022-08-03,Dana White's Contender Series,DWC,4706975,billy ray goff,W,4892412,shimon smotritsky,False,1,KO-TKO,3.62,False
s:3301~l:3321~e:401221632~c:401235976,401221632-4686736-3960665,401221632,2020-08-26,Dana White's Contender Series,DWC,3120449,rafael alves,W,4686736,alejandro flores,False,2,SUBMISSION,7.92,False
s:3301~l:3321~e:600021770~c:401460459,600021770-4875513-3890629,600021770,2022-07-27,Dana White's Contender Series,DWC,4687113,acácio dos santos,L,4875513,anton turkalj,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600021770~c:401460460,600021770-3112000-4686735,600021770,2022-07-27,Dana White's Contender Series,DWC,4879763,kaleio romero,L,4686735,dennis buzukja,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600021770~c:401460461,600021770-5074121-4400662,600021770,2022-07-27,Dana White's Contender Series,DWC,5060382,juan andres luna,L,5074121,alessandro costa,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:400966347~c:265553,400966347-4064994-3887606,400966347,2017-07-25,Dana White's Contender Series,DWC,4236954,karl roberson,W,3887606,ryan spann,False,1,KO-TKO,0.25,False
s:3301~l:3321~e:401223626~c:401260365,401223626-4689228-3060122,401223626,2020-11-18,Dana White's Contender Series,DWC,4566310,gloria de paula,W,4689228,pauline macias,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600011552~c:401382953,600011552-4255766-4218124,600011552,2021-10-27,Dana White's Contender Series,DWC,4896616,manuel torres,W,4218124,kolton englund,False,1,KO-TKO,2.17,False
s:3301~l:3321~e:600008640~c:401351344,600008640-4713584-4601431,600008640,2021-09-01,Dana White's Contender Series,DWC,4013049,carlos candelario,L,4713584,victor altamirano,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:400966348~c:265547,400966348-4073937-4601431,400966348,2017-08-01,Dana White's Contender Series,DWC,4013049,carlos candelario,W,4073937,ronaldo candido de oliveira,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401221630~c:401232279,401221630-4715407-2990078,401221630,2020-08-12,Dana White's Contender Series,DWC,4422029,tj laramie,W,2990078,daniel swain,False,1,DR-TKO,5.0,False
s:3301~l:3321~e:401222724~c:401239998,401222724-4684474-4030644,401222724,2020-09-02,Dana White's Contender Series,DWC,4255766,william knight,W,4684474,cody brundage,False,1,KO-TKO,2.38,False
s:3301~l:3321~e:401128925~c:269720,401128925-4379326-4030644,401128925,2019-08-14,Dana White's Contender Series,DWC,4255766,william knight,W,4379326,herdem alacabek,False,3,KO-TKO,14.57,True
s:3301~l:3321~e:401128922~c:268463,401128922-4294918-3900088,401128922,2019-07-24,Dana White's Contender Series,DWC,3939270,kamuela kirk,L,3900088,billy quarantillo,False,3,KO-TKO,10.37,False
s:3301~l:3321~e:401033283~c:265429,401033283-4358020-4350771,401033283,2018-08-08,Dana White's Contender Series,DWC,2220951,greg hardy,W,4358020,tebaris gordon,False,1,KO-TKO,0.28,False
s:3301~l:3321~e:401033270~c:265465,401033270-2223033-4350771,401033270,2018-06-13,Dana White's Contender Series,DWC,2220951,greg hardy,W,2223033,austen lane,False,1,KO-TKO,0.95,False
s:3301~l:3321~e:401128923~c:266406,401128923-3083637-4426299,401128923,2019-07-31,Dana White's Contender Series,DWC,4426301,fabio cherant,L,4426299,aleksa camur,False,2,KO-TKO,5.8,False
s:3301~l:3321~e:401223626~c:401247222,401223626-4141265-3162581,401223626,2020-11-18,Dana White's Contender Series,DWC,4700964,nick maximov,W,3162581,oscar cota,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:400972137~c:265527,400972137-4249184-4227122,400972137,2017-08-23,Dana White's Contender Series,DWC,3041138,steven peterson,L,4249184,benito lopez,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:401074496~c:265427,401074496-4371000-2447641,401074496,2018-08-11,Dana White's Contender Series,DWC,4280789,rogerio bontorin,W,4371000,gustavo gabriel,False,2,SUBMISSION,9.620000000000001,False
s:3301~l:3321~e:600010080~c:401377230,600010080-4875515-4686739,600010080,2021-10-06,Dana White's Contender Series,DWC,4783385,joseph holmes,W,4875515,shonte barnes,False,2,SUBMISSION,7.77,False
s:3301~l:3321~e:401033277~c:265479,401033277-4339144-4875499,401033277,2018-06-20,Dana White's Contender Series,DWC,3122837,matt sayles,W,4339144,yazan hajeh,False,1,KO-TKO,1.95,False
s:3301~l:3321~e:401128924~c:269716,401128924-4399701-3089633,401128924,2019-08-07,Dana White's Contender Series,DWC,3121961,darrick minner,L,3089633,herbert burns,False,1,SUBMISSION,2.48,False
s:3301~l:3321~e:401128926~c:270164,401128926-4565668-4895769,401128926,2019-08-21,Dana White's Contender Series,DWC,4141265,mallory martin,W,4565668,micol disegni,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401223625~c:401256293,401223625-4354422-4701012,401223625,2020-11-11,Dana White's Contender Series,DWC,4702563,natan levy,W,4701012,shaheen santana,False,3,SUBMISSION,10.92,False
s:3301~l:3321~e:400968458~c:238653,400968458-4204320-4008509,400968458,2017-08-08,Dana White's Contender Series,DWC,4227122,julio arce,W,4008509,peter petties,False,2,KO-TKO,7.65,False
s:3301~l:3321~e:401222786~c:401241750,401222786-4690540-4892416,401222786,2020-09-16,Dana White's Contender Series,DWC,4686739,collin anglin,W,4690540,muhammad naimov,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401222786~c:401240128,401222786-4690541-4688449,401222786,2020-09-16,Dana White's Contender Series,DWC,4040956,jordan williams,W,4690541,gregory rodrigues,False,1,KO-TKO,2.32,False
s:3301~l:3321~e:401128922~c:268460,401128922-4425611-4688449,401128922,2019-07-24,Dana White's Contender Series,DWC,4040956,jordan williams,L,4425611,ramazan kuramagomedov,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:401033279~c:265478,401033279-4062284-4688449,401033279,2018-06-27,Dana White's Contender Series,DWC,4040956,jordan williams,D,4062284,tim caron,False,3,NO-CONTEST,13.620000000000001,True
s:3301~l:3321~e:401074498~c:265420,401074498-4372196-4257695,401074498,2018-08-12,Dana White's Contender Series,DWC,4372193,john allan,L,4372196,vinicius moreira,False,2,SUBMISSION,8.67,False
s:3301~l:3321~e:600011553~c:401379701,600011553-4895360-4878384,600011553,2021-11-03,Dana White's Contender Series,DWC,4875499,achilles estremadura,L,4895360,maheshate,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600011553~c:401382970,600011553-4880807-4336424,600011553,2021-11-03,Dana White's Contender Series,DWC,4848687,justin burlinson,L,4880807,yohan lainesse,False,1,KO-TKO,1.62,False
s:3301~l:3321~e:600022207~c:401466054,600022207-5074274-4836549,600022207,2022-08-24,Dana White's Contender Series,DWC,4895769,erisson ferreira,L,5074274,jesus aguilar,False,3,SUBMISSION,11.93,False
s:3301~l:3321~e:600011553~c:401382971,600011553-4836549-4895361,600011553,2021-11-03,Dana White's Contender Series,DWC,4895769,erisson ferreira,W,4895361,qiulun,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600011553~c:401382972,600011553-4884867-3924102,600011553,2021-11-03,Dana White's Contender Series,DWC,4354422,canaan kawaihae,L,4884867,jonas bilharinho,False,3,KO-TKO,14.0,True
s:3301~l:3321~e:401033282~c:265443,401033282-3924102-4354421,401033282,2018-07-25,Dana White's Contender Series,DWC,4354422,canaan kawaihae,L,4354421,chase hooper,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600011553~c:401382973,600011553-4286781-3902208,600011553,2021-11-03,Dana White's Contender Series,DWC,4204320,juan puerta,W,4286781,shang zhifa,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:600011552~c:401379700,600011552-2500422-4896529,600011552,2021-10-27,Dana White's Contender Series,DWC,4896540,jansey silva,L,4896529,gadzhi omargadzhiev,False,1,SUBMISSION,4.32,False
s:3301~l:3321~e:600011552~c:401382954,600011552-4255574-4892415,600011552,2021-10-27,Dana White's Contender Series,DWC,4892416,olivier murad,W,4892415,xie bin,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:401033277~c:265483,401033277-4085155-4339148,401033277,2018-06-20,Dana White's Contender Series,DWC,4339149,dwight grant,W,4339148,tyler hill,False,2,KO-TKO,7.13,False
s:3301~l:3321~e:600011551~c:401382496,600011551-4880114-2431258,600011551,2021-10-20,Dana White's Contender Series,DWC,4878384,solomon renfro,L,4880114,jonny parsons,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:600011551~c:401382497,600011551-4683418-4816066,600011551,2021-10-20,Dana White's Contender Series,DWC,4836549,valesca machado,L,4816066,piera rodriguez,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600011551~c:401379699,600011551-4835137-3115959,600011551,2021-10-20,Dana White's Contender Series,DWC,4336424,jesse murray,L,4835137,caio borralho,False,1,KO-TKO,1.68,False
s:3301~l:3321~e:600011551~c:401382498,600011551-3936279-4875508,600011551,2021-10-20,Dana White's Contender Series,DWC,3924102,james barnes,L,3936279,pedro falcão,False,3,KO-TKO,13.92,True
s:3301~l:3321~e:600010081~c:401370331,600010081-4869428-4371002,600010081,2021-10-13,Dana White's Contender Series,DWC,4403763,kathryn paprocki,L,4869428,maria silva,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600008644~c:401363911,600008644-4835137-4684857,600008644,2021-09-29,Dana White's Contender Series,DWC,4255574,aaron jeffery,L,4835137,caio borralho,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401128921~c:268455,401128921-4684857-4025699,401128921,2019-07-17,Dana White's Contender Series,DWC,4255574,aaron jeffery,L,4025699,brendan allen,False,1,SUBMISSION,3.38,False
s:3301~l:3321~e:600008644~c:401363913,600008644-4336003-4001837,600008644,2021-09-29,Dana White's Contender Series,DWC,4848663,edivan santos,L,4001837,rizvan kuniev,False,3,KO-TKO,11.0,False
s:3301~l:3321~e:600008643~c:401361999,600008643-4391266-4426305,600008643,2021-09-22,Dana White's Contender Series,DWC,4875510,theo rlayang,L,4426305,steven nguyen,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600008643~c:401362000,600008643-4875509-4815974,600008643,2021-09-22,Dana White's Contender Series,DWC,4683418,santo curatolo,L,4875509,kleydson rodrigues,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401128921~c:268456,401128921-4064854-3945573,401128921,2019-07-17,Dana White's Contender Series,DWC,4371002,antonio arroyo,W,3945573,stephen regman,False,2,SUBMISSION,8.52,False
s:3301~l:3321~e:401074496~c:265425,401074496-4064854-3054275,401074496,2018-08-11,Dana White's Contender Series,DWC,4371002,antonio arroyo,W,3054275,diego henrique da silva,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401223626~c:401256297,401223626-3045887-4193828,401223626,2020-11-18,Dana White's Contender Series,DWC,4249185,jp buys,W,4193828,jacob silva,False,1,SUBMISSION,4.9,False
s:3301~l:3321~e:400972137~c:265528,400972137-3045887-3128221,400972137,2017-08-23,Dana White's Contender Series,DWC,4249185,jp buys,L,3128221,joby sanchez,False,2,KO-TKO,7.470000000000001,False
s:3301~l:3321~e:401128925~c:269722,401128925-4065617-3045887,401128925,2019-08-14,Dana White's Contender Series,DWC,3115959,sarah alpar,W,4065617,shanna young,False,2,SUBMISSION,7.92,False
s:3301~l:3321~e:600008642~c:401348175,600008642-4873640-2989128,600008642,2021-09-15,Dana White's Contender Series,DWC,4684857,nasrudin nasrudinov,L,4873640,jailton almeida,False,2,SUBMISSION,6.82,False
s:3301~l:3321~e:600008642~c:401361173,600008642-4412279-4875507,600008642,2021-09-15,Dana White's Contender Series,DWC,4875508,mo miller,W,4875507,brandon lewis,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:600008642~c:401361174,600008642-3147489-3088682,600008642,2021-09-15,Dana White's Contender Series,DWC,3120454,caio bittencourt,L,3088682,albert duraev,False,1,SUBMISSION,3.48,False
s:3301~l:3321~e:600008642~c:401362150,600008642-4710386-3090895,600008642,2021-09-15,Dana White's Contender Series,DWC,4336003,dylan potter,D,4710386,lukasz brzeski,False,3,NO-CONTEST,13.85,True
s:3301~l:3321~e:600008641~c:401357138,600008641-4875505-3913466,600008641,2021-09-08,Dana White's Contender Series,DWC,3962309,jose alday,L,4875505,saimon oliveira,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:600008641~c:401357139,600008641-4396359-4684018,600008641,2021-09-08,Dana White's Contender Series,DWC,3896935,bruno korea,L,4396359,cj vergara,False,1,KO-TKO,0.68,False
s:3301~l:3321~e:401033281~c:265445,401033281-4349153-3022677,401033281,2018-07-18,Dana White's Contender Series,DWC,3041157,domingo pilarte,W,4349153,vince morales,False,2,SUBMISSION,6.87,False
s:3301~l:3321~e:401223624~c:401252312,401223624-4202873-3074813,401223624,2020-11-05,Dana White's Contender Series,DWC,3147489,vince murdock,L,3074813,luis saldana,False,3,KO-TKO,10.73,False
s:3301~l:3321~e:400972138~c:265523,400972138-3005099-2951136,400972138,2017-08-30,Dana White's Contender Series,DWC,4030197,casey kenney,L,2951136,adam antolin,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:400966346~c:265576,400966346-4082117-3005099,400966346,2017-07-19,Dana White's Contender Series,DWC,4030197,casey kenney,W,4082117,cee jay hamilton,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401222785~c:401241748,401222785-4684237-3112009,401222785,2020-09-09,Dana White's Contender Series,DWC,4412279,drako rodriguez,W,4684237,mana martinez,False,1,SUBMISSION,2.37,False
s:3301~l:3321~e:401221631~c:401233641,401221631-4575873-4686738,401221631,2020-08-19,Dana White's Contender Series,DWC,4687126,orion cosce,W,4686738,matt dixon,False,3,KO-TKO,14.7,True
s:3301~l:3321~e:401074498~c:265419,401074498-3085303-3020408,401074498,2018-08-12,Dana White's Contender Series,DWC,4372195,raulian paiva,W,3020408,allan nascimento,False,3,DEC-SPLT,15.0,True
s:3301~l:3321~e:401033284~c:265457,401033284-3900464-4062290,401033284,2018-08-01,Dana White's Contender Series,DWC,4202873,ian heinisch,W,4062290,justin sumter,False,1,KO-TKO,3.62,False
s:3301~l:3321~e:401221629~c:401231061,401221629-4685888-4354318,401221629,2020-08-05,Dana White's Contender Series,DWC,4222369,jerome rivera,W,4685888,ronaldo rodríguez,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401074496~c:265426,401074496-4379257-4360358,401074496,2018-08-11,Dana White's Contender Series,DWC,3900464,augusto sakai,W,4379257,marcos conrado jr.,False,2,KO-TKO,8.15,False
s:3301~l:3321~e:401128919~c:268443,401128919-4684238-3120459,401128919,2019-06-26,Dana White's Contender Series,DWC,4423448,miguel baeza,W,3120459,victor reyna,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401033281~c:265448,401033281-4354319-4355664,401033281,2018-07-18,Dana White's Contender Series,DWC,4354318,edmen shahbazyan,W,4354319,antonio jones,False,1,KO-TKO,0.67,False
s:3301~l:3321~e:401033279~c:265474,401033279-3150681-4039866,401033279,2018-06-27,Dana White's Contender Series,DWC,4339152,antonina shevchenko,W,4039866,jaimelene nievera,False,2,KO-TKO,8.370000000000001,False
s:3301~l:3321~e:401033282~c:265440,401033282-3132345-4081555,401033282,2018-07-25,Dana White's Contender Series,DWC,4354420,jimmy crute,W,4081555,chris birchler,False,1,KO-TKO,4.38,False
s:3301~l:3321~e:401221632~c:401235977,401221632-3154766-4193828,401221632,2020-08-26,Dana White's Contender Series,DWC,4684238,jeff molina,W,4193828,jacob silva,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401033282~c:265439,401033282-3933168-2953005,401033282,2018-07-25,Dana White's Contender Series,DWC,4355664,alexander munoz,W,2953005,nick newell,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401033282~c:265441,401033282-4339145-4064692,401033282,2018-07-25,Dana White's Contender Series,DWC,4289274,sodiq yusuff,W,4339145,mike davis,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401033284~c:265458,401033284-4357591-4372196,401033284,2018-08-01,Dana White's Contender Series,DWC,3150681,jordan griffin,W,4357591,maurice mitchell,False,1,SUBMISSION,3.95,False
s:3301~l:3321~e:401128925~c:269723,401128925-4084453-3108772,401128925,2019-08-14,Dana White's Contender Series,DWC,3119811,ray rodriguez,L,4084453,tony gravely,False,3,KO-TKO,12.27,False
s:3301~l:3321~e:401033280~c:265452,401033280-4388465-3084125,401033280,2018-07-11,Dana White's Contender Series,DWC,4054622,jordan espinosa,W,3084125,rilley dutro,False,3,KO-TKO,14.969999999999999,True
s:3301~l:3321~e:400972137~c:265530,400972137-4388465-3099608,400972137,2017-08-23,Dana White's Contender Series,DWC,4054622,jordan espinosa,W,3099608,nick urso,False,1,SUBMISSION,1.38,False
s:3301~l:3321~e:401128923~c:268319,401128923-4426305-3097030,401128923,2019-07-31,Dana White's Contender Series,DWC,4043437,aalon cruz,W,4426305,steven nguyen,False,3,KO-TKO,14.6,True
s:3301~l:3321~e:400968459~c:238815,400968459-3154228-4036096,400968459,2017-08-16,Dana White's Contender Series,DWC,4038127,martin day,L,4036096,jaime alvarez,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401074498~c:265420,401074498-4193828-4372193,401074498,2018-08-12,Dana White's Contender Series,DWC,4372196,vinicius moreira,W,4372193,john allan,False,2,SUBMISSION,8.67,False
s:3301~l:3321~e:401128918~c:264863,401128918-4573209-4687590,401128918,2019-08-28,Dana White's Contender Series,DWC,4388465,peter barrett,W,4573209,sanghoon yoo,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401033277~c:265480,401033277-3913473-4290956,401033277,2018-06-20,Dana White's Contender Series,DWC,4339150,jordan wright,D,4290956,anthony hernandez,False,1,NO-CONTEST,0.67,False
s:3301~l:3321~e:401223626~c:401256297,401223626-4249185-3997109,401223626,2020-11-18,Dana White's Contender Series,DWC,4193828,jacob silva,L,4249185,jp buys,False,1,SUBMISSION,4.9,False
s:3301~l:3321~e:401221632~c:401235977,401221632-4684238-3997109,401221632,2020-08-26,Dana White's Contender Series,DWC,4193828,jacob silva,L,4684238,jeff molina,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401223626~c:401247222,401223626-4700964-2950951,401223626,2020-11-18,Dana White's Contender Series,DWC,3162581,oscar cota,L,4700964,nick maximov,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401223626~c:401256298,401223626-2559758-4684678,401223626,2020-11-18,Dana White's Contender Series,DWC,4689223,sherrard blackledge,L,4684678,tucker lutz,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401222785~c:401241746,401222785-2559758-4685886,401222785,2020-09-09,Dana White's Contender Series,DWC,4689223,sherrard blackledge,W,4685886,cameron church,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401223625~c:401247221,401223625-4684923-3023815,401223625,2020-11-11,Dana White's Contender Series,DWC,4684922,mariusz ksiazkiewicz,L,4684923,mario sousa,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401223625~c:401256294,401223625-2486970-3897242,401223625,2020-11-11,Dana White's Contender Series,DWC,4294278,joe lowry,L,3897242,nikolas motta,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401033283~c:265430,401033283-4354425-2486970,401033283,2018-08-08,Dana White's Contender Series,DWC,4294278,joe lowry,L,4354425,devonte smith,False,1,KO-TKO,2.87,False
s:3301~l:3321~e:401223625~c:401256295,401223625-4689229-4021651,401223625,2020-11-11,Dana White's Contender Series,DWC,2504828,stephanie frausto,L,4689229,luana pinheiro,False,1,KO-TKO,2.8,False
s:3301~l:3321~e:401223625~c:401256296,401223625-4606413-4698871,401223625,2020-11-11,Dana White's Contender Series,DWC,4237930,taylor moore,L,4606413,danny sabatello,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401033280~c:265450,401033280-4339489-4237606,401033280,2018-07-11,Dana White's Contender Series,DWC,4249192,bevon lewis,W,4339489,alton cunningham,False,1,KO-TKO,3.02,False
s:3301~l:3321~e:400972138~c:265522,400972138-4237606-4249191,400972138,2017-08-30,Dana White's Contender Series,DWC,4249192,bevon lewis,W,4249191,elias urbina,False,2,KO-TKO,7.779999999999999,False
s:3301~l:3321~e:401223624~c:401247220,401223624-4695736-3676024,401223624,2020-11-05,Dana White's Contender Series,DWC,4687590,bruno oliveira,L,4695736,carlos ulberg,False,1,KO-TKO,2.03,False
s:3301~l:3321~e:401222785~c:401241747,401222785-4246527-3162028,401222785,2020-09-09,Dana White's Contender Series,DWC,3913473,phil hawes,W,3162028,khadzhi bestaev,False,1,KO-TKO,1.3,False
s:3301~l:3321~e:400966348~c:265545,400966348-4077475-4246527,400966348,2017-08-01,Dana White's Contender Series,DWC,3913473,phil hawes,L,4077475,julian marquez,False,2,KO-TKO,7.33,False
s:3301~l:3321~e:401033282~c:265442,401033282-4684241-3028694,401033282,2018-07-25,Dana White's Contender Series,DWC,4237606,jeff hughes,W,3028694,josh appelt,False,1,KO-TKO,4.43,False
s:3301~l:3321~e:401222786~c:401241751,401222786-4683397-4573208,401222786,2020-09-16,Dana White's Contender Series,DWC,2511778,michael lombardo,W,4683397,korey kuppe,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401128919~c:268446,401128919-4329444-4573208,401128919,2019-06-26,Dana White's Contender Series,DWC,2511778,michael lombardo,L,4329444,kyle daukaus,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401222786~c:401241752,401222786-3953379-4375603,401222786,2020-09-16,Dana White's Contender Series,DWC,4684925,taneisha tennant,L,4375603,danyelle wolf,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401222786~c:401241753,401222786-4684470-3947116,401222786,2020-09-16,Dana White's Contender Series,DWC,4246527,kyle driscoll,W,3947116,dinis paiva,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:400968458~c:238651,400968458-3120459-3152189,400968458,2017-08-08,Dana White's Contender Series,DWC,4081550,mike rodriguez,W,3152189,jamelle jones,False,1,KO-TKO,2.25,False
s:3301~l:3321~e:401222785~c:401240127,401222785-4600143-4686736,401222785,2020-09-09,Dana White's Contender Series,DWC,4252253,al matavao,L,4600143,tafon nchukwi,False,2,KO-TKO,7.02,False
s:3301~l:3321~e:401222785~c:401241747,401222785-3913473-3115958,401222785,2020-09-09,Dana White's Contender Series,DWC,3162028,khadzhi bestaev,L,3913473,phil hawes,False,1,KO-TKO,1.3,False
s:3301~l:3321~e:401222785~c:401241749,401222785-4045420-4341591,401222785,2020-09-09,Dana White's Contender Series,DWC,3896920,henrique shiguemoto,L,4045420,aliaskhab khizriev,False,1,SUBMISSION,0.83,False
s:3301~l:3321~e:401128920~c:268450,401128920-4299562-4425705,401128920,2019-07-10,Dana White's Contender Series,DWC,4425706,hunter azure,W,4425705,chris ocon,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401222724~c:401239996,401222724-4034282-2989380,401222724,2020-09-02,Dana White's Contender Series,DWC,4684241,nate smith,L,2989380,jimmy flick,False,3,SUBMISSION,13.25,True
s:3301~l:3321~e:401222724~c:401239999,401222724-4684678-4684127,401222724,2020-09-02,Dana White's Contender Series,DWC,4293896,chase gibson,L,4684678,tucker lutz,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401221630~c:401235374,401221630-4683705-4359111,401221630,2020-08-12,Dana White's Contender Series,DWC,4573208,impa kasanganay,W,4359111,anthony adams,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401128918~c:264862,401128918-4683705-4573207,401128918,2019-08-28,Dana White's Contender Series,DWC,4573208,impa kasanganay,W,4573207,kailan hill,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401033277~c:265481,401033277-3957071-2509290,401033277,2018-06-20,Dana White's Contender Series,DWC,3938715,austin springer,W,3957071,giga chikadze,False,3,SUBMISSION,14.17,True
s:3301~l:3321~e:401221632~c:401235976,401221632-2990078-3120449,401221632,2020-08-26,Dana White's Contender Series,DWC,4686736,alejandro flores,L,3120449,rafael alves,False,2,SUBMISSION,7.92,False
s:3301~l:3321~e:401221632~c:401235978,401221632-4686567-4684468,401221632,2020-08-26,Dana White's Contender Series,DWC,4684470,anthony romero,W,4684468,mike breeden,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401221632~c:401235979,401221632-4389513-4217612,401221632,2020-08-26,Dana White's Contender Series,DWC,4341591,collin huckbody,W,4389513,kyron bowen,False,1,SUBMISSION,1.47,False
s:3301~l:3321~e:401221631~c:401231041,401221631-4685887-2502609,401221631,2020-08-19,Dana White's Contender Series,DWC,3120459,victor reyna,L,4685887,louis cosce,False,1,KO-TKO,1.2,False
s:3301~l:3321~e:401128919~c:268443,401128919-4423448-2502609,401128919,2019-06-26,Dana White's Contender Series,DWC,3120459,victor reyna,L,4423448,miguel baeza,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401221631~c:401233640,401221631-2381659-4683396,401221631,2020-08-19,Dana White's Contender Series,DWC,4686737,hilarie rose,L,4683396,cheyanne vlismas,False,3,DEC-UNA,15.0,True
s:3301~l:3321~e:401221631~c:401233641,401221631-4687126-4375203,401221631,2020-08-19,Dana White's Contender Series,DWC,4686738,matt dixon,L,4687126,orion cosce,False,3,KO-TKO,14.7,True
