uid,fighter_id,SDBL,SDBA,SDB_ACC,SDHL,SDHA,SDH_ACC,SDLL,SDLA,SDL_ACC,TSL,TSA,TS_ACC,SSL,SSA,SS_ACC,KD,SCBL,SCBA,SCB_ACC,SCHL,SCHA,SCH_ACC,SCLL,SCLA,SCL_ACC,RV,SR,TDA,TDL,TDS,TD_ACC,SGBL,SGBA,SGB_ACC,SGHL,SGHA,SGH_ACC,SGLL,SGLA,SGL_ACC,AD,ADTB,ADHG,ADTM,ADTS,SM,TSLL,TSLA,SL_ACC,TSBL,TSBA,SB_ACC,TSHL,TSHA,SH_ACC
s:3301~l:3321~e:600036500~c:401604873,5157670,16,24,0.67,31,108,0.29,8,9,0.89,57,146,0.39,57,144,0.4,0,0,0,0.0,2,2,1.0,0,0,0.0,0,0.000,2,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,8,9,0.89,16,24,0.67,33,111,0.3
s:3301~l:3321~e:600036500~c:401604872,4683526,0,1,0.0,6,19,0.32,1,1,1.0,8,22,0.36,8,22,0.36,0,0,0,0.0,0,0,0.0,1,1,1.0,0,0.000,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,2,1.0,0,1,0.0,6,19,0.32
s:3301~l:3321~e:600036499~c:401571750,5119536,0,3,0.0,4,16,0.25,2,2,1.0,18,34,0.53,8,23,0.35,0,1,1,1.0,0,0,0.0,0,0,0.0,0,0.000,3,1,0,0.33,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,2,2,1.0,1,4,0.25,5,17,0.29
s:3301~l:3321~e:600036499~c:401597253,5149440,21,29,0.72,27,98,0.28,19,21,0.9,117,213,0.55,73,156,0.47,0,1,1,1.0,2,2,1.0,0,0,0.0,0,0.000,7,6,0,0.86,0,0,0.0,3,5,0.6,0,0,0.0,0,0,0,0,0,0,19,21,0.9,22,30,0.73,32,105,0.3
s:3301~l:3321~e:600036499~c:401597254,4565683,10,13,0.77,16,88,0.18,26,32,0.81,75,158,0.47,60,143,0.42,0,6,7,0.86,2,3,0.67,0,0,0.0,0,0.000,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,26,32,0.81,16,20,0.8,18,91,0.2
s:3301~l:3321~e:600036498~c:401597809,5088544,2,4,0.5,1,8,0.12,4,5,0.8,7,18,0.39,7,18,0.39,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,5,0.8,2,5,0.4,1,8,0.12
s:3301~l:3321~e:600036498~c:401597249,5149190,0,0,0.0,2,6,0.33,1,1,1.0,20,30,0.67,14,19,0.74,0,3,3,1.0,0,0,0.0,0,0,0.0,0,0.000,26,13,0,0.5,0,0,0.0,1,2,0.5,7,7,1.0,0,0,0,0,0,0,8,8,1.0,3,3,1.0,3,8,0.38
s:3301~l:3321~e:600036498~c:401597252,4688624,1,1,1.0,5,16,0.31,1,1,1.0,7,18,0.39,7,18,0.39,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,1,1,1.0,5,16,0.31
s:3301~l:3321~e:600036497~c:401571752,4977643,26,31,0.84,69,167,0.41,9,10,0.9,122,237,0.51,114,222,0.51,0,2,2,1.0,8,12,0.67,0,0,0.0,0,0.000,3,2,0,0.67,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,9,10,0.9,28,33,0.85,77,179,0.43
s:3301~l:3321~e:600036497~c:401591070,5126213,16,17,0.94,19,50,0.38,1,2,0.5,38,72,0.53,37,70,0.53,0,1,1,1.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,2,0.5,17,18,0.94,19,50,0.38
s:3301~l:3321~e:600022210~c:401482234,4891678,2,3,0.67,5,13,0.38,9,15,0.6,65,83,0.78,19,34,0.56,0,1,1,1.0,1,1,1.0,1,1,1.0,0,0.000,8,3,0,0.38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,10,16,0.62,3,4,0.75,6,14,0.43
s:3301~l:3321~e:600036496~c:401571753,5092399,7,12,0.58,13,86,0.15,3,5,0.6,43,129,0.33,29,112,0.26,0,4,5,0.8,2,4,0.5,0,0,0.0,0,0.000,7,2,0,0.29,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,5,0.6,11,17,0.65,15,90,0.17
s:3301~l:3321~e:600022210~c:401451171,5092399,9,9,1.0,22,46,0.48,1,1,1.0,75,107,0.7,65,96,0.68,0,9,12,0.75,20,24,0.83,0,0,0.0,0,0.000,8,4,0,0.5,0,0,0.0,4,4,1.0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,18,21,0.86,46,74,0.62
s:3301~l:3321~e:600036496~c:401591007,5145494,3,7,0.43,41,147,0.28,9,11,0.82,64,182,0.35,53,168,0.32,0,0,0,0.0,0,3,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,9,11,0.82,3,7,0.43,41,150,0.27
s:3301~l:3321~e:600036494~c:401579190,4358022,5,5,1.0,4,14,0.29,6,6,1.0,15,26,0.58,15,25,0.6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6,6,1.0,5,5,1.0,4,14,0.29
s:3301~l:3321~e:600010080~c:401370311,4880596,2,2,1.0,4,16,0.25,0,0,0.0,12,31,0.39,12,31,0.39,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,6,13,0.46,0,0,0.0,0,0,0,0,0,0,0,0,0.0,2,2,1.0,10,29,0.34
s:3301~l:3321~e:600022208~c:401451149,5085249,11,19,0.58,20,44,0.45,23,26,0.88,64,103,0.62,62,101,0.61,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,8,12,0.67,0,0,0.0,0,0,0,0,0,0,23,26,0.88,11,19,0.58,28,56,0.5
s:3301~l:3321~e:600036493~c:401577736,5007635,13,18,0.72,12,48,0.25,4,4,1.0,66,132,0.5,53,114,0.46,0,18,25,0.72,5,13,0.38,0,0,0.0,0,0.000,3,1,0,0.33,0,0,0.0,1,6,0.17,0,0,0.0,0,0,0,0,0,0,4,4,1.0,31,43,0.72,18,67,0.27
s:3301~l:3321~e:600036492~c:401571757,4695485,8,13,0.62,45,207,0.22,15,17,0.88,90,264,0.34,69,241,0.29,0,1,1,1.0,0,3,0.0,0,0,0.0,0,0.000,6,1,0,0.17,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,15,17,0.88,9,14,0.64,45,210,0.21
s:3301~l:3321~e:600036492~c:401577730,5007669,0,2,0.0,3,10,0.3,4,9,0.44,8,22,0.36,8,22,0.36,0,0,0,0.0,1,1,1.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,9,0.44,0,2,0.0,4,11,0.36
s:3301~l:3321~e:600021772~c:401445835,5007669,6,15,0.4,24,85,0.28,46,64,0.72,79,168,0.47,77,165,0.47,0,1,1,1.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,46,64,0.72,7,16,0.44,24,85,0.28
s:3301~l:3321~e:600036492~c:401579129,5115163,2,3,0.67,10,23,0.43,0,0,0.0,36,62,0.58,22,47,0.47,0,1,1,1.0,1,7,0.14,0,0,0.0,5,0.000,23,5,0,0.22,0,0,0.0,8,13,0.62,0,0,0.0,0,0,0,0,0,0,0,0,0.0,3,4,0.75,19,43,0.44
s:3301~l:3321~e:600036492~c:401577731,5143887,0,0,0.0,0,3,0.0,0,0,0.0,1,6,0.17,0,3,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,3,0.0
s:3301~l:3321~e:401222785~c:401240127,4600143,15,23,0.65,29,88,0.33,0,0,0.0,49,117,0.42,47,114,0.41,1,2,2,1.0,1,1,1.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,17,25,0.68,30,89,0.34
s:3301~l:3321~e:401221632~c:401235978,4684468,15,19,0.79,34,135,0.25,8,13,0.62,62,179,0.35,60,176,0.34,0,1,2,0.5,1,6,0.17,1,1,1.0,0,0.000,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,9,14,0.64,16,21,0.76,35,141,0.25
s:3301~l:3321~e:600036332~c:401567321,4892422,14,19,0.74,38,106,0.36,13,15,0.87,78,156,0.5,76,154,0.49,0,2,3,0.67,7,9,0.78,2,2,1.0,0,0.000,17,1,0,0.06,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,15,17,0.88,16,22,0.73,45,115,0.39
s:3301~l:3321~e:600010081~c:401370332,4892422,8,15,0.53,27,91,0.3,5,5,1.0,61,137,0.45,47,119,0.39,0,3,4,0.75,3,3,1.0,1,1,1.0,0,0.000,10,2,0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6,6,1.0,11,19,0.58,30,94,0.32
s:3301~l:3321~e:401128923~c:266406,4426299,7,10,0.7,6,21,0.29,2,2,1.0,47,70,0.67,44,66,0.67,1,1,1,1.0,0,0,0.0,1,1,1.0,0,0.000,0,0,0,0.0,0,0,0.0,27,31,0.87,0,0,0.0,0,0,0,0,0,0,3,3,1.0,8,11,0.73,33,52,0.63
s:3301~l:3321~e:600021770~c:401460460,4686735,15,22,0.68,12,45,0.27,1,1,1.0,94,149,0.63,49,99,0.49,1,3,3,1.0,10,11,0.91,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,8,17,0.47,0,0,0.0,0,0,0,0,0,0,1,1,1.0,18,25,0.72,30,73,0.41
s:3301~l:3321~e:401222724~c:401239995,4686735,8,20,0.4,17,59,0.29,19,24,0.79,71,145,0.49,57,122,0.47,0,8,8,1.0,4,10,0.4,1,1,1.0,0,0.000,8,2,0,0.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,20,25,0.8,16,28,0.57,21,69,0.3
s:3301~l:3321~e:600011551~c:401382496,4880114,14,20,0.7,29,100,0.29,9,12,0.75,59,142,0.42,53,136,0.39,0,0,0,0.0,1,4,0.25,0,0,0.0,0,0.000,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,9,12,0.75,14,20,0.7,30,104,0.29
s:3301~l:3321~e:600010080~c:401370310,4236496,14,21,0.67,22,61,0.36,9,11,0.82,72,128,0.56,52,102,0.51,0,3,3,1.0,1,3,0.33,1,1,1.0,0,0.000,16,5,0,0.31,0,0,0.0,2,2,1.0,0,0,0.0,0,0,0,0,0,2,10,12,0.83,17,24,0.71,25,66,0.38
s:3301~l:3321~e:401128922~c:268459,4425604,4,5,0.8,1,5,0.2,0,1,0.0,20,35,0.57,8,16,0.5,0,0,0,0.0,1,2,0.5,0,0,0.0,0,0.000,6,2,0,0.33,0,0,0.0,2,3,0.67,0,0,0.0,2,2,0,0,0,0,0,1,0.0,4,5,0.8,4,10,0.4
s:3301~l:3321~e:600010080~c:401370313,4874988,2,7,0.29,29,75,0.39,2,2,1.0,47,110,0.43,36,92,0.39,1,0,0,0.0,2,4,0.5,0,0,0.0,0,0.000,8,4,0,0.5,0,0,0.0,1,4,0.25,0,0,0.0,0,0,0,0,0,1,2,2,1.0,2,7,0.29,32,83,0.39
s:3301~l:3321~e:600021772~c:401464156,5076027,7,15,0.47,28,92,0.3,14,15,0.93,62,136,0.46,51,125,0.41,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0.0,0,0,0,0,0,0,14,15,0.93,7,15,0.47,30,95,0.32
s:3301~l:3321~e:400968459~c:238813,3931156,3,6,0.5,0,7,0.0,0,0,0.0,110,163,0.67,24,49,0.49,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0.000,1,1,0,1.0,1,1,1.0,20,34,0.59,0,0,0.0,4,1,2,0,1,2,0,0,0.0,4,7,0.57,20,42,0.48
s:3301~l:3321~e:401128926~c:266409,3924096,11,12,0.92,48,83,0.58,3,3,1.0,98,139,0.71,84,124,0.68,1,2,2,1.0,0,0,0.0,0,0,0.0,1,0.000,0,0,0,0.0,1,1,1.0,19,23,0.83,0,0,0.0,0,0,0,0,0,0,3,3,1.0,14,15,0.93,67,106,0.63
s:3301~l:3321~e:600022212~c:401483884,5088885,2,2,1.0,2,4,0.5,2,3,0.67,109,162,0.67,52,71,0.73,0,7,9,0.78,1,2,0.5,0,0,0.0,0,0.000,6,4,0,0.67,1,1,1.0,37,50,0.74,0,0,0.0,0,0,0,0,0,0,2,3,0.67,10,12,0.83,40,56,0.71
s:3301~l:3321~e:600011552~c:401382950,4884868,2,5,0.4,54,153,0.35,14,17,0.82,82,188,0.44,76,181,0.42,1,1,1,1.0,5,5,1.0,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,14,17,0.82,3,6,0.5,59,158,0.37
s:3301~l:3321~e:401222724~c:401239997,4231391,3,6,0.5,5,13,0.38,8,13,0.62,53,109,0.49,28,58,0.48,0,1,1,1.0,0,0,0.0,0,0,0.0,0,0.000,17,12,0,0.71,1,1,1.0,10,24,0.42,0,0,0.0,10,1,2,2,5,1,8,13,0.62,5,8,0.62,15,37,0.41
s:3301~l:3321~e:401074497~c:265413,4348793,0,0,0.0,5,15,0.33,2,3,0.67,8,19,0.42,8,19,0.42,0,0,0,0.0,1,1,1.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,3,0.67,0,0,0.0,6,16,0.38
s:3301~l:3321~e:400968458~c:238652,3922491,1,7,0.14,26,66,0.39,1,1,1.0,59,112,0.53,48,100,0.48,0,4,6,0.67,3,6,0.5,0,0,0.0,0,0.105,19,14,2,0.74,1,1,1.0,9,10,0.9,3,3,1.0,6,2,4,0,0,0,4,4,1.0,6,14,0.43,38,82,0.46
s:3301~l:3321~e:600008642~c:401361174,3088682,0,0,0.0,0,1,0.0,0,0,0.0,78,83,0.94,2,3,0.67,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,2,2,1.0,0,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,2,3,0.67
s:3301~l:3321~e:401223626~c:401256298,4684678,3,4,0.75,10,34,0.29,13,13,1.0,61,93,0.66,34,62,0.55,0,3,4,0.75,5,7,0.71,0,0,0.0,0,0.000,7,4,0,0.57,0,0,0.0,0,0,0.0,0,0,0.0,5,2,2,0,1,1,13,13,1.0,6,8,0.75,15,41,0.37
s:3301~l:3321~e:401222724~c:401239999,4684678,15,23,0.65,39,122,0.32,17,22,0.77,107,217,0.49,96,200,0.48,0,2,2,1.0,1,2,0.5,0,0,0.0,0,0.000,0,0,0,0.0,1,1,1.0,18,25,0.72,3,3,1.0,0,0,0,0,0,0,20,25,0.8,18,26,0.69,58,149,0.39
s:3301~l:3321~e:401128924~c:269714,4372245,0,0,0.0,22,42,0.52,7,7,1.0,49,71,0.69,44,66,0.67,1,6,6,1.0,7,9,0.78,2,2,1.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,9,9,1.0,6,6,1.0,29,51,0.57
s:3301~l:3321~e:600022211~c:401483872,3896934,4,5,0.8,9,39,0.23,6,9,0.67,36,81,0.44,29,68,0.43,1,1,1,1.0,0,0,0.0,0,0,0.0,0,0.000,7,2,0,0.29,0,0,0.0,9,14,0.64,0,0,0.0,0,0,0,0,0,1,6,9,0.67,5,6,0.83,18,53,0.34
s:3301~l:3321~e:401128925~c:269723,4084453,5,8,0.62,13,36,0.36,4,4,1.0,118,169,0.7,73,122,0.6,0,2,3,0.67,2,2,1.0,8,8,1.0,1,0.200,5,3,1,0.6,7,7,1.0,32,54,0.59,0,0,0.0,7,1,5,0,1,2,12,12,1.0,14,18,0.78,47,92,0.51
s:3301~l:3321~e:401033280~c:265453,4339490,10,19,0.53,39,79,0.49,1,1,1.0,65,121,0.54,65,120,0.54,1,4,4,1.0,1,2,0.5,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,10,15,0.67,0,0,0.0,0,0,0,0,0,0,1,1,1.0,14,23,0.61,50,96,0.52
s:3301~l:3321~e:600011553~c:401382970,4880807,0,1,0.0,2,7,0.29,1,2,0.5,6,14,0.43,5,13,0.38,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,2,3,0.67,0,0,0.0,0,0,0,0,0,0,1,2,0.5,0,1,0.0,4,10,0.4
s:3301~l:3321~e:600008643~c:401362001,4252258,38,54,0.7,64,165,0.39,36,47,0.77,145,274,0.53,144,272,0.53,0,0,0,0.0,6,6,1.0,0,0,0.0,0,0.000,2,1,0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,36,47,0.77,38,54,0.7,70,171,0.41
s:3301~l:3321~e:600022211~c:401488702,5092398,0,0,0.0,0,4,0.0,1,1,1.0,42,67,0.63,30,51,0.59,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,5,1,0,0.2,4,4,1.0,25,42,0.6,0,0,0.0,0,0,0,0,0,0,1,1,1.0,4,4,1.0,25,46,0.54
s:3301~l:3321~e:600021772~c:401464155,5075335,0,0,0.0,1,2,0.5,0,0,0.0,17,22,0.77,12,17,0.71,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,11,15,0.73,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,12,17,0.71
s:3301~l:3321~e:401128920~c:268452,4245092,10,13,0.77,81,169,0.48,6,7,0.86,176,287,0.61,142,243,0.58,0,9,9,1.0,21,30,0.7,0,0,0.0,1,0.000,8,4,0,0.5,0,0,0.0,15,15,1.0,0,0,0.0,4,0,1,0,3,0,6,7,0.86,19,22,0.86,117,214,0.55
s:3301~l:3321~e:600022209~c:401467665,5056144,1,1,1.0,14,36,0.39,4,5,0.8,121,168,0.72,50,89,0.56,1,0,1,0.0,0,0,0.0,0,0,0.0,1,0.000,1,1,0,1.0,5,6,0.83,26,40,0.65,0,0,0.0,0,0,0,0,0,0,4,5,0.8,6,8,0.75,40,76,0.53
s:3301~l:3321~e:400972137~c:265527,4249184,8,18,0.44,42,101,0.42,1,2,0.5,87,168,0.52,77,157,0.49,0,9,10,0.9,15,23,0.65,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,2,3,0.67,0,0,0.0,0,0,0,0,0,0,1,2,0.5,17,28,0.61,59,127,0.46
s:3301~l:3321~e:600011552~c:401379700,4896529,0,1,0.0,1,1,1.0,0,2,0.0,26,36,0.72,10,15,0.67,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,1,0,1.0,1,1,1.0,8,10,0.8,0,0,0.0,0,0,0,0,0,1,0,2,0.0,1,2,0.5,9,11,0.82
s:3301~l:3321~e:600022212~c:401451173,5088537,0,0,0.0,0,0,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0
s:3301~l:3321~e:600022212~c:401483885,4871197,2,2,1.0,0,3,0.0,1,1,1.0,7,12,0.58,3,6,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,2,2,1.0,0,3,0.0
s:3301~l:3321~e:600022211~c:401488702,3128474,1,2,0.5,0,0,0.0,2,3,0.67,21,24,0.88,3,5,0.6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,3,0.67,1,2,0.5,0,0,0.0
s:3301~l:3321~e:600022210~c:401482233,4684923,5,7,0.71,4,14,0.29,6,6,1.0,19,31,0.61,17,29,0.59,0,1,1,1.0,1,1,1.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6,6,1.0,6,8,0.75,5,15,0.33
s:3301~l:3321~e:600008641~c:401357137,4684923,3,7,0.43,5,29,0.17,4,8,0.5,24,64,0.38,13,46,0.28,0,1,1,1.0,0,1,0.0,0,0,0.0,0,0.000,4,1,0,0.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,8,0.5,4,8,0.5,5,30,0.17
s:3301~l:3321~e:401223625~c:401247221,4684923,4,5,0.8,13,35,0.37,2,2,1.0,93,132,0.7,51,84,0.61,0,3,3,1.0,4,7,0.57,0,0,0.0,2,0.000,0,0,0,0.0,1,1,1.0,24,31,0.77,0,0,0.0,0,0,0,0,0,1,2,2,1.0,8,9,0.89,41,73,0.56
s:3301~l:3321~e:401222786~c:401241752,4375603,7,10,0.7,34,154,0.22,9,13,0.69,70,206,0.34,51,181,0.28,0,0,2,0.0,1,2,0.5,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,9,13,0.69,7,12,0.58,35,156,0.22
s:3301~l:3321~e:600022209~c:401467664,4294871,8,11,0.73,26,196,0.13,11,17,0.65,45,225,0.2,45,225,0.2,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0.000,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,11,17,0.65,8,11,0.73,26,197,0.13
s:3301~l:3321~e:600022208~c:401451149,5080485,6,9,0.67,31,76,0.41,0,0,0.0,37,85,0.44,37,85,0.44,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,6,9,0.67,31,76,0.41
s:3301~l:3321~e:600022208~c:401467213,4213329,2,2,1.0,6,21,0.29,4,4,1.0,12,27,0.44,12,27,0.44,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,4,1.0,2,2,1.0,6,21,0.29
s:3301~l:3321~e:401223624~c:401252313,4251497,1,1,1.0,11,22,0.5,3,5,0.6,18,32,0.56,17,31,0.55,0,0,0,0.0,2,3,0.67,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,5,0.6,1,1,1.0,13,25,0.52
s:3301~l:3321~e:401223624~c:401252312,3074813,17,25,0.68,27,64,0.42,13,18,0.72,79,132,0.6,77,130,0.59,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,20,23,0.87,0,0,0.0,1,0,0,1,0,0,13,18,0.72,17,25,0.68,47,87,0.54
s:3301~l:3321~e:600021773~c:401465219,5030324,5,9,0.56,1,11,0.09,9,11,0.82,41,71,0.58,19,40,0.48,0,2,3,0.67,0,0,0.0,0,0,0.0,1,0.000,4,1,0,0.25,0,1,0.0,1,4,0.25,1,1,1.0,0,0,0,0,0,1,10,12,0.83,7,13,0.54,2,15,0.13
s:3301~l:3321~e:600047777~c:401716186,5074129,10,14,0.71,27,84,0.32,7,7,1.0,76,140,0.54,47,109,0.43,0,2,2,1.0,0,1,0.0,0,0,0.0,0,0.000,12,2,0,0.17,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0,0,0,2,7,7,1.0,12,16,0.75,28,86,0.33
s:3301~l:3321~e:600021773~c:401465220,5074129,4,6,0.67,20,77,0.26,4,4,1.0,56,116,0.48,31,90,0.34,0,1,1,1.0,0,0,0.0,0,0,0.0,1,0.000,9,2,0,0.22,0,0,0.0,2,2,1.0,0,0,0.0,0,0,0,0,0,0,4,4,1.0,5,7,0.71,22,79,0.28
s:3301~l:3321~e:600021772~c:401464155,5060511,0,0,0.0,0,2,0.0,0,0,0.0,2,4,0.5,0,2,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,2,0.0
s:3301~l:3321~e:400966347~c:265555,3111997,0,0,0.0,6,11,0.55,0,0,0.0,16,24,0.67,13,21,0.62,1,4,4,1.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,3,6,0.5,0,0,0.0,0,0,0,0,0,0,0,0,0.0,4,4,1.0,9,17,0.53
s:3301~l:3321~e:600021771~c:401463240,5060387,5,6,0.83,7,17,0.41,0,0,0.0,18,31,0.58,15,27,0.56,0,2,2,1.0,1,2,0.5,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,7,8,0.88,8,19,0.42
s:3301~l:3321~e:600021771~c:401463241,4706975,5,6,0.83,20,54,0.37,8,12,0.67,40,84,0.48,36,79,0.46,1,1,1,1.0,0,3,0.0,1,1,1.0,0,0.000,4,2,0,0.5,0,0,0.0,1,2,0.5,0,0,0.0,0,0,0,0,0,0,9,13,0.69,6,7,0.86,21,59,0.36
s:3301~l:3321~e:401221632~c:401235976,3120449,5,9,0.56,6,20,0.3,5,6,0.83,16,35,0.46,16,35,0.46,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,5,6,0.83,5,9,0.56,6,20,0.3
s:3301~l:3321~e:600021770~c:401460460,4879763,3,13,0.23,16,38,0.42,4,8,0.5,61,127,0.48,39,80,0.49,0,0,0,0.0,5,8,0.62,7,9,0.78,0,0.000,12,1,0,0.08,0,0,0.0,4,4,1.0,0,0,0.0,0,0,0,0,0,1,11,17,0.65,3,13,0.23,25,50,0.5
s:3301~l:3321~e:600021770~c:401460461,5060382,15,28,0.54,27,118,0.23,7,8,0.88,53,163,0.33,49,155,0.32,0,0,1,0.0,0,0,0.0,0,0,0.0,1,0.000,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,7,8,0.88,15,29,0.52,27,118,0.23
s:3301~l:3321~e:400966347~c:265553,4236954,1,1,1.0,0,0,0.0,0,0,0.0,5,7,0.71,5,7,0.71,1,0,1,0.0,3,3,1.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,2,0.5,4,5,0.8
s:3301~l:3321~e:600011552~c:401382953,4896616,3,4,0.75,11,25,0.44,4,4,1.0,27,44,0.61,25,42,0.6,1,1,2,0.5,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,6,7,0.86,0,0,0.0,0,0,0,0,0,0,4,4,1.0,4,6,0.67,17,32,0.53
